REGCOMERCIO,NIT,NOMBRE,PRECIOSALAESTUDIO,PRECIOSALAESPARCIMIENTO,PRECIOGIMNASIO,RESTAURANTE
1338,1338,Anna's Vivienda Universitaria,368,427,867,Y
1339,1339,Thomas's Vivienda Universitaria,133,456,744,N
1340,1340,James's Vivienda Universitaria,275,252,278,N
1341,1341,Sheila's Vivienda Universitaria,412,373,881,N
1342,1342,Matthew's Vivienda Universitaria,496,264,697,Y
1343,1343,Vern's Vivienda Universitaria,198,363,155,Y
1344,1344,Katie's Vivienda Universitaria,410,204,628,Y
1345,1345,Daniel's Vivienda Universitaria,226,488,571,Y
1346,1346,Mary's Vivienda Universitaria,198,112,128,N
1347,1347,Tyron's Vivienda Universitaria,421,369,232,Y
1348,1348,William's Vivienda Universitaria,402,295,818,N
1349,1349,Christopher's Vivienda Universitaria,326,284,328,Y
1350,1350,Jennifer's Vivienda Universitaria,134,397,399,N
1351,1351,Henry's Vivienda Universitaria,488,259,828,N
1352,1352,Elisa's Vivienda Universitaria,287,108,390,Y
1353,1353,Charlene's Vivienda Universitaria,243,478,821,N
1354,1354,Richelle's Vivienda Universitaria,455,364,902,Y
1355,1355,Dennis's Vivienda Universitaria,485,457,305,N
1356,1356,Diana's Vivienda Universitaria,395,202,510,Y
1357,1357,Janet's Vivienda Universitaria,167,473,929,N
1358,1358,Gregory's Vivienda Universitaria,292,484,226,N
1359,1359,Sherri's Vivienda Universitaria,100,117,213,N
1360,1360,Anna's Vivienda Universitaria,378,107,196,N
1361,1361,Jonathan's Vivienda Universitaria,325,226,260,N
1362,1362,Kenneth's Vivienda Universitaria,408,440,769,Y
1363,1363,Helen's Vivienda Universitaria,250,117,799,N
1364,1364,Kristina's Vivienda Universitaria,431,174,704,Y
1365,1365,John's Vivienda Universitaria,486,300,984,Y
1366,1366,Christopher's Vivienda Universitaria,173,308,157,N
1367,1367,Ruth's Vivienda Universitaria,457,144,861,N
1368,1368,Joseph's Vivienda Universitaria,222,390,493,N
1369,1369,Alejandro's Vivienda Universitaria,186,104,445,Y
1370,1370,Sandra's Vivienda Universitaria,256,483,782,Y
1371,1371,Alma's Vivienda Universitaria,367,412,655,Y
1372,1372,Richard's Vivienda Universitaria,156,358,559,Y
1373,1373,Maryellen's Vivienda Universitaria,473,329,503,N
1374,1374,Dorothy's Vivienda Universitaria,176,269,892,N
1375,1375,Heather's Vivienda Universitaria,108,190,333,Y
1376,1376,Jean's Vivienda Universitaria,354,133,198,Y
1377,1377,Barton's Vivienda Universitaria,106,206,815,Y
1378,1378,Beverly's Vivienda Universitaria,345,287,914,Y
1379,1379,Edward's Vivienda Universitaria,137,474,658,Y
1380,1380,Austin's Vivienda Universitaria,141,231,478,N
1381,1381,Basil's Vivienda Universitaria,292,265,893,Y
1382,1382,Eva's Vivienda Universitaria,232,289,134,N
1383,1383,Thomas's Vivienda Universitaria,146,413,484,N
1384,1384,Peter's Vivienda Universitaria,153,439,680,Y
1385,1385,Melissa's Vivienda Universitaria,461,106,661,Y
1386,1386,Maureen's Vivienda Universitaria,469,256,279,Y
1387,1387,Bob's Vivienda Universitaria,184,189,623,N
1388,1388,Enid's Vivienda Universitaria,172,301,783,Y
1389,1389,Kerry's Vivienda Universitaria,365,295,491,Y
1390,1390,Lauren's Vivienda Universitaria,435,401,826,N
1391,1391,Charlie's Vivienda Universitaria,363,248,759,N
1392,1392,Sandra's Vivienda Universitaria,407,410,345,Y
1393,1393,Ruben's Vivienda Universitaria,132,474,619,Y
1394,1394,Joel's Vivienda Universitaria,327,334,204,Y
1395,1395,Susan's Vivienda Universitaria,373,450,327,N
1396,1396,Jimmy's Vivienda Universitaria,494,466,539,N
1397,1397,Nancy's Vivienda Universitaria,361,264,765,N
1398,1398,David's Vivienda Universitaria,260,395,694,N
1399,1399,Steven's Vivienda Universitaria,325,109,738,Y
1400,1400,Eloise's Vivienda Universitaria,222,369,259,Y
1401,1401,William's Vivienda Universitaria,477,488,477,N
1402,1402,Marianne's Vivienda Universitaria,481,387,883,N
1403,1403,Christopher's Vivienda Universitaria,165,388,753,N
1404,1404,Darrel's Vivienda Universitaria,369,105,652,N
1405,1405,Judy's Vivienda Universitaria,442,157,957,N
1406,1406,Rose's Vivienda Universitaria,152,142,692,N
1407,1407,Wilma's Vivienda Universitaria,132,328,309,Y
1408,1408,Mario's Vivienda Universitaria,181,167,579,N
1409,1409,Ryan's Vivienda Universitaria,365,419,643,N
1410,1410,Shari's Vivienda Universitaria,114,142,707,Y
1411,1411,Edward's Vivienda Universitaria,269,451,818,Y
1412,1412,Etta's Vivienda Universitaria,208,448,386,Y
1413,1413,Virginia's Vivienda Universitaria,271,221,614,Y
1414,1414,Kristina's Vivienda Universitaria,191,395,747,Y
1415,1415,Brandon's Vivienda Universitaria,391,185,493,Y
1416,1416,Bobby's Vivienda Universitaria,294,239,699,N
1417,1417,Charles's Vivienda Universitaria,142,377,760,Y
1418,1418,Michael's Vivienda Universitaria,192,417,391,Y
1419,1419,David's Vivienda Universitaria,160,435,558,Y
1420,1420,Danny's Vivienda Universitaria,146,418,460,Y
1421,1421,Kathleen's Vivienda Universitaria,113,334,814,Y
1422,1422,Dale's Vivienda Universitaria,215,238,719,N
1423,1423,Vernon's Vivienda Universitaria,209,331,528,N
1424,1424,Lynda's Vivienda Universitaria,422,472,227,Y
1425,1425,Arlene's Vivienda Universitaria,116,225,293,Y
1426,1426,Andrea's Vivienda Universitaria,329,382,158,N
1427,1427,Francis's Vivienda Universitaria,221,450,146,N
1428,1428,Mary's Vivienda Universitaria,463,193,471,Y
1429,1429,James's Vivienda Universitaria,362,450,827,Y
1430,1430,Michael's Vivienda Universitaria,159,339,312,Y
1431,1431,Cody's Vivienda Universitaria,478,289,404,Y
1432,1432,Charles's Vivienda Universitaria,329,213,301,N
1433,1433,Janice's Vivienda Universitaria,194,232,162,N
1434,1434,Faith's Vivienda Universitaria,424,289,642,Y
1435,1435,Herbert's Vivienda Universitaria,339,328,867,N
1436,1436,Ann's Vivienda Universitaria,271,183,951,Y
1437,1437,Rita's Vivienda Universitaria,239,277,833,Y
1438,1438,Dave's Vivienda Universitaria,359,276,572,Y
1439,1439,Antione's Vivienda Universitaria,156,394,735,Y
1440,1440,Lavina's Vivienda Universitaria,273,346,432,Y
1441,1441,Edward's Vivienda Universitaria,200,137,660,Y
1442,1442,Kathryn's Vivienda Universitaria,104,293,990,N
1443,1443,Jamie's Vivienda Universitaria,432,205,665,N
1444,1444,Erik's Vivienda Universitaria,166,398,654,Y
1445,1445,David's Vivienda Universitaria,193,278,236,N
1446,1446,Vincent's Vivienda Universitaria,190,463,736,N
1447,1447,Weldon's Vivienda Universitaria,474,378,149,N
1448,1448,Paul's Vivienda Universitaria,210,124,668,Y
1449,1449,Samantha's Vivienda Universitaria,373,203,840,N
1450,1450,Romeo's Vivienda Universitaria,116,194,222,N
1451,1451,Jason's Vivienda Universitaria,269,326,573,Y
1452,1452,Mary's Vivienda Universitaria,384,251,373,N
1453,1453,Debbie's Vivienda Universitaria,164,419,828,N
1454,1454,Celia's Vivienda Universitaria,324,133,782,N
1455,1455,William's Vivienda Universitaria,452,291,835,Y
1456,1456,Alan's Vivienda Universitaria,408,411,335,Y
1457,1457,Wendy's Vivienda Universitaria,459,140,451,Y
1458,1458,Henry's Vivienda Universitaria,207,161,602,N
1459,1459,Jane's Vivienda Universitaria,395,182,631,Y
1460,1460,Sherry's Vivienda Universitaria,301,495,284,N
1461,1461,Mildred's Vivienda Universitaria,446,382,914,N
1462,1462,Stacy's Vivienda Universitaria,261,250,107,Y
1463,1463,Sharon's Vivienda Universitaria,477,169,359,N
1464,1464,Leone's Vivienda Universitaria,134,156,939,Y
1465,1465,Heidi's Vivienda Universitaria,302,250,175,N
1466,1466,Jennefer's Vivienda Universitaria,434,104,443,Y
1467,1467,Gloria's Vivienda Universitaria,315,230,423,N
1468,1468,Mandy's Vivienda Universitaria,185,238,412,Y
1469,1469,Teresa's Vivienda Universitaria,402,267,722,N
1470,1470,Doris's Vivienda Universitaria,279,362,610,N
1471,1471,Alexandra's Vivienda Universitaria,203,171,547,Y
1472,1472,Aja's Vivienda Universitaria,371,496,399,N
1473,1473,Lisa's Vivienda Universitaria,177,245,614,N
1474,1474,Kristen's Vivienda Universitaria,198,411,229,Y
1475,1475,Jennifer's Vivienda Universitaria,466,237,792,Y
1476,1476,Rodolfo's Vivienda Universitaria,118,242,651,Y
1477,1477,Tina's Vivienda Universitaria,405,296,140,N
1478,1478,Karon's Vivienda Universitaria,461,178,990,N
1479,1479,Cynthia's Vivienda Universitaria,255,356,877,Y
1480,1480,Robert's Vivienda Universitaria,332,350,340,Y
1481,1481,Timothy's Vivienda Universitaria,457,495,303,N
1482,1482,Marjorie's Vivienda Universitaria,413,248,465,N
1483,1483,Kirby's Vivienda Universitaria,473,290,991,N
1484,1484,Nancy's Vivienda Universitaria,266,450,123,Y
1485,1485,Frances's Vivienda Universitaria,239,313,950,N
1486,1486,George's Vivienda Universitaria,331,396,354,Y
1487,1487,Elizabeth's Vivienda Universitaria,206,306,189,Y
1488,1488,Ruth's Vivienda Universitaria,273,216,171,Y
1489,1489,Roger's Vivienda Universitaria,467,283,732,N
1490,1490,Wendy's Vivienda Universitaria,181,288,651,Y
1491,1491,Hung's Vivienda Universitaria,333,370,538,Y
1492,1492,Sean's Vivienda Universitaria,179,483,709,N
1493,1493,Juan's Vivienda Universitaria,172,253,653,Y
1494,1494,Jean's Vivienda Universitaria,416,394,454,Y
1495,1495,Peter's Vivienda Universitaria,410,139,441,Y
1496,1496,Margaret's Vivienda Universitaria,422,390,742,Y
1497,1497,Lakia's Vivienda Universitaria,180,465,737,N
1498,1498,Jerry's Vivienda Universitaria,110,118,176,N
1499,1499,Violet's Vivienda Universitaria,105,152,995,Y
1500,1500,Scott's Vivienda Universitaria,197,250,875,N
1501,1501,Juliet's Vivienda Universitaria,298,169,322,Y
1502,1502,Adelaide's Vivienda Universitaria,423,492,130,N
1503,1503,Kenneth's Vivienda Universitaria,124,167,643,N
1504,1504,Rita's Vivienda Universitaria,136,294,104,Y
1505,1505,June's Vivienda Universitaria,230,243,457,Y
1506,1506,Michael's Vivienda Universitaria,486,180,937,N
1507,1507,Nancy's Vivienda Universitaria,490,188,913,Y
1508,1508,Summer's Vivienda Universitaria,275,354,850,Y
1509,1509,Yolanda's Vivienda Universitaria,370,429,742,N
1510,1510,Bruce's Vivienda Universitaria,403,118,109,N
1511,1511,David's Vivienda Universitaria,323,337,913,N
1512,1512,Joshua's Vivienda Universitaria,250,262,677,N
1513,1513,Jacqueline's Vivienda Universitaria,391,282,588,N
1514,1514,Lillie's Vivienda Universitaria,170,158,887,N
1515,1515,Marilyn's Vivienda Universitaria,453,148,297,Y
1516,1516,Alison's Vivienda Universitaria,363,472,676,Y
1517,1517,Gwendolyn's Vivienda Universitaria,395,372,356,N
1518,1518,Sheila's Vivienda Universitaria,220,488,143,N
1519,1519,Krista's Vivienda Universitaria,443,260,428,Y
1520,1520,David's Vivienda Universitaria,341,487,749,N
1521,1521,Deena's Vivienda Universitaria,327,416,626,Y
1522,1522,Mary's Vivienda Universitaria,391,364,358,N
1523,1523,Reina's Vivienda Universitaria,480,359,790,N
1524,1524,Paul's Vivienda Universitaria,257,379,289,N
1525,1525,Geneva's Vivienda Universitaria,450,442,329,Y
1526,1526,Anthony's Vivienda Universitaria,268,148,575,N
1527,1527,Nohemi's Vivienda Universitaria,358,401,915,Y
1528,1528,Dennis's Vivienda Universitaria,296,270,663,Y
1529,1529,Anna's Vivienda Universitaria,478,181,502,Y
1530,1530,Shelley's Vivienda Universitaria,263,477,663,Y
1531,1531,Carol's Vivienda Universitaria,410,261,807,Y
1532,1532,Joyce's Vivienda Universitaria,245,493,208,Y
1533,1533,David's Vivienda Universitaria,449,410,472,N
1534,1534,Kevin's Vivienda Universitaria,168,404,618,Y
1535,1535,Barbara's Vivienda Universitaria,298,123,489,Y
1536,1536,Sarai's Vivienda Universitaria,311,494,988,Y
1537,1537,Paula's Vivienda Universitaria,300,298,751,N
1538,1538,Cynthia's Vivienda Universitaria,371,105,525,N
1539,1539,Joseph's Vivienda Universitaria,182,133,563,Y
1540,1540,Ashley's Vivienda Universitaria,142,346,791,Y
1541,1541,Jerome's Vivienda Universitaria,425,315,608,N
1542,1542,Edward's Vivienda Universitaria,133,458,331,N
1543,1543,Jean's Vivienda Universitaria,428,494,276,Y
1544,1544,Lynn's Vivienda Universitaria,393,332,458,Y
1545,1545,Vincent's Vivienda Universitaria,375,139,219,Y
1546,1546,Sarah's Vivienda Universitaria,256,350,628,Y
1547,1547,Billie's Vivienda Universitaria,478,300,404,Y
1548,1548,Courtney's Vivienda Universitaria,148,364,657,N
1549,1549,Vivian's Vivienda Universitaria,393,465,294,Y
1550,1550,Rosaura's Vivienda Universitaria,277,294,423,Y
1551,1551,Raymond's Vivienda Universitaria,421,262,333,Y
1552,1552,John's Vivienda Universitaria,161,433,754,N
1553,1553,Heidi's Vivienda Universitaria,332,498,948,N
1554,1554,Janice's Vivienda Universitaria,215,340,702,N
1555,1555,Stanley's Vivienda Universitaria,292,114,992,N
1556,1556,Destiny's Vivienda Universitaria,452,197,627,Y
1557,1557,Jennifer's Vivienda Universitaria,366,144,601,Y
1558,1558,David's Vivienda Universitaria,157,420,275,N
1559,1559,Ralph's Vivienda Universitaria,318,311,646,N
1560,1560,Clinton's Vivienda Universitaria,210,107,388,N
1561,1561,Edith's Vivienda Universitaria,258,149,650,Y
1562,1562,Gregory's Vivienda Universitaria,139,483,868,Y
1563,1563,Robert's Vivienda Universitaria,132,248,172,N
1564,1564,Alma's Vivienda Universitaria,354,414,732,Y
1565,1565,Guy's Vivienda Universitaria,378,117,837,N
1566,1566,Marjorie's Vivienda Universitaria,370,335,419,N
1567,1567,William's Vivienda Universitaria,161,215,303,Y
1568,1568,Robert's Vivienda Universitaria,277,160,799,Y
1569,1569,Michael's Vivienda Universitaria,216,415,295,N
1570,1570,Sheila's Vivienda Universitaria,218,172,973,N
1571,1571,Amanda's Vivienda Universitaria,187,449,809,N
1572,1572,Robert's Vivienda Universitaria,496,270,148,Y
1573,1573,Altagracia's Vivienda Universitaria,420,335,326,N
1574,1574,Lucas's Vivienda Universitaria,322,399,602,Y
1575,1575,Raymundo's Vivienda Universitaria,429,122,236,Y
1576,1576,Jessica's Vivienda Universitaria,406,287,381,Y
1577,1577,Luke's Vivienda Universitaria,459,403,922,Y
1578,1578,Eva's Vivienda Universitaria,115,483,565,N
1579,1579,Jennifer's Vivienda Universitaria,464,445,101,Y
1580,1580,Hilary's Vivienda Universitaria,441,345,411,N
1581,1581,Barbara's Vivienda Universitaria,145,461,350,N
1582,1582,Kristin's Vivienda Universitaria,227,163,225,N
1583,1583,Mark's Vivienda Universitaria,406,413,779,Y
1584,1584,Mark's Vivienda Universitaria,440,251,538,N
1585,1585,Brad's Vivienda Universitaria,127,312,266,N
1586,1586,Tracie's Vivienda Universitaria,138,490,104,Y
1587,1587,Kimberly's Vivienda Universitaria,319,463,285,Y
1588,1588,Charles's Vivienda Universitaria,408,193,841,Y
1589,1589,Vicky's Vivienda Universitaria,426,320,231,N
1590,1590,Adam's Vivienda Universitaria,231,233,819,N
1591,1591,Maria's Vivienda Universitaria,212,500,714,Y
1592,1592,Edwin's Vivienda Universitaria,311,354,401,N
1593,1593,Darrell's Vivienda Universitaria,373,397,830,N
1594,1594,Jeffrey's Vivienda Universitaria,265,260,851,Y
1595,1595,Pamela's Vivienda Universitaria,111,357,659,Y
1596,1596,Jeffrey's Vivienda Universitaria,279,297,801,N
1597,1597,Michael's Vivienda Universitaria,168,432,643,N
1598,1598,Everett's Vivienda Universitaria,175,393,729,N
1599,1599,Randy's Vivienda Universitaria,356,110,667,Y
1600,1600,Robin's Vivienda Universitaria,358,103,796,Y
1601,1601,Rose's Vivienda Universitaria,257,416,539,Y
1602,1602,Jason's Vivienda Universitaria,127,192,572,N
1603,1603,Joshua's Vivienda Universitaria,228,314,520,N
1604,1604,Michael's Vivienda Universitaria,378,100,255,Y
1605,1605,Irma's Vivienda Universitaria,367,261,296,N
1606,1606,Justin's Vivienda Universitaria,495,266,317,N
1607,1607,Catherine's Vivienda Universitaria,144,209,873,Y
1608,1608,Nikki's Vivienda Universitaria,476,152,154,Y
1609,1609,Toshiko's Vivienda Universitaria,423,207,263,N
1610,1610,Daryl's Vivienda Universitaria,285,101,393,N
1611,1611,Michele's Vivienda Universitaria,481,451,110,N
1612,1612,Phyllis's Vivienda Universitaria,137,204,200,Y
1613,1613,Noelia's Vivienda Universitaria,144,321,544,N
1614,1614,Katherine's Vivienda Universitaria,350,370,404,Y
1615,1615,Louis's Vivienda Universitaria,495,141,838,Y
1616,1616,William's Vivienda Universitaria,219,190,551,N
1617,1617,Keith's Vivienda Universitaria,441,291,730,N
1618,1618,Tammy's Vivienda Universitaria,114,436,685,Y
1619,1619,Cynthia's Vivienda Universitaria,359,303,599,Y
1620,1620,Carol's Vivienda Universitaria,490,130,661,Y
1621,1621,Candace's Vivienda Universitaria,337,372,665,N
1622,1622,Edna's Vivienda Universitaria,258,357,469,Y
1623,1623,Roberto's Vivienda Universitaria,366,241,629,N
1624,1624,Lisa's Vivienda Universitaria,297,147,447,Y
1625,1625,Joyce's Vivienda Universitaria,400,214,489,Y
1626,1626,Megan's Vivienda Universitaria,394,352,278,N
1627,1627,Rebecca's Vivienda Universitaria,402,235,299,N
1628,1628,Mary's Vivienda Universitaria,197,384,589,Y
1629,1629,Jeremy's Vivienda Universitaria,111,274,680,N
1630,1630,Marvin's Vivienda Universitaria,394,453,983,N
1631,1631,Simon's Vivienda Universitaria,189,330,902,Y
1632,1632,Carole's Vivienda Universitaria,491,177,931,N
1633,1633,Robert's Vivienda Universitaria,468,163,284,Y
1634,1634,Joan's Vivienda Universitaria,275,278,752,Y
1635,1635,Mike's Vivienda Universitaria,288,144,441,N
1636,1636,Michael's Vivienda Universitaria,222,101,367,N
1637,1637,Mattie's Vivienda Universitaria,217,449,562,N
1638,1638,Cathleen's Vivienda Universitaria,162,317,533,N
1639,1639,Leonard's Vivienda Universitaria,421,162,867,Y
1640,1640,Laurie's Vivienda Universitaria,206,103,321,N
1641,1641,Marlene's Vivienda Universitaria,256,392,125,Y
1642,1642,John's Vivienda Universitaria,477,334,829,Y
1643,1643,Frank's Vivienda Universitaria,491,419,614,N
1644,1644,Ingeborg's Vivienda Universitaria,214,106,206,N
1645,1645,Hester's Vivienda Universitaria,392,251,796,Y
1646,1646,Adrian's Vivienda Universitaria,467,444,911,Y
1647,1647,Chantel's Vivienda Universitaria,367,248,994,N
1648,1648,Carol's Vivienda Universitaria,261,304,302,N
1649,1649,Matthew's Vivienda Universitaria,436,218,169,N
1650,1650,Kenneth's Vivienda Universitaria,316,419,168,N
1651,1651,Richard's Vivienda Universitaria,356,498,585,Y
1652,1652,Keith's Vivienda Universitaria,493,174,922,Y
1653,1653,Catherine's Vivienda Universitaria,123,395,976,N
1654,1654,Maggie's Vivienda Universitaria,135,388,276,Y
1655,1655,Hugh's Vivienda Universitaria,305,121,934,N
1656,1656,Guadalupe's Vivienda Universitaria,338,460,723,Y
1657,1657,Celina's Vivienda Universitaria,486,339,562,N
1658,1658,Courtney's Vivienda Universitaria,139,372,835,N
1659,1659,Jeana's Vivienda Universitaria,394,312,574,Y
1660,1660,Mae's Vivienda Universitaria,209,442,520,Y
1661,1661,Cynthia's Vivienda Universitaria,494,377,640,N
1662,1662,Thomas's Vivienda Universitaria,272,422,443,N
1663,1663,Hazel's Vivienda Universitaria,449,375,683,N
1664,1664,Jeffrey's Vivienda Universitaria,265,178,168,Y
1665,1665,Beverly's Vivienda Universitaria,435,401,118,Y
1666,1666,Lillie's Vivienda Universitaria,401,395,331,Y
1667,1667,Dale's Vivienda Universitaria,342,129,358,Y
1668,1668,June's Vivienda Universitaria,194,417,888,Y
1669,1669,Julie's Vivienda Universitaria,392,199,787,Y
1670,1670,Frank's Vivienda Universitaria,313,298,723,N
1671,1671,Michael's Vivienda Universitaria,158,454,941,N
1672,1672,Debra's Vivienda Universitaria,203,357,835,Y
1673,1673,Walter's Vivienda Universitaria,205,329,962,Y
1674,1674,Neil's Vivienda Universitaria,325,453,662,N
1675,1675,Ruby's Vivienda Universitaria,202,208,863,N
1676,1676,Christy's Vivienda Universitaria,494,127,911,N
1677,1677,Amber's Vivienda Universitaria,247,304,639,Y
