IDALOJAMIENTO,COMIDAS,TIPOBANIO,TIPOHABITACION,DTOMESEXTRA,IDENTIFICACIONOPERADORUSUARIO
15983,1,privado,individual,23,49311
15984,0,compartido,compartido,27,14595
15985,2,privado,compartido,32,28470
15986,1,privado,compartido,35,2012
15987,0,compartido,compartido,47,19210
15988,1,compartido,compartido,35,23486
15989,0,privado,individual,58,31063
15990,0,compartido,individual,59,1434
15991,0,compartido,compartido,41,38677
15992,3,privado,individual,60,14252
15993,3,privado,individual,29,21340
15994,1,privado,compartido,61,40836
15995,3,privado,compartido,11,43071
15996,3,compartido,compartido,29,14135
15997,3,compartido,compartido,7,10815
15998,3,compartido,individual,75,44059
15999,1,privado,individual,38,7632
16000,0,privado,compartido,70,42710
16001,2,compartido,compartido,68,41932
16002,1,privado,compartido,20,31421
16003,3,privado,compartido,74,24090
16004,0,compartido,compartido,49,45307
16005,0,compartido,individual,6,43311
16006,3,privado,compartido,25,11632
16007,2,privado,individual,45,1366
16008,0,privado,individual,50,14707
16009,1,compartido,individual,45,45039
16010,2,compartido,compartido,41,32526
16011,3,privado,individual,63,49427
16012,2,compartido,individual,8,5581
16013,0,compartido,individual,42,6443
16014,2,privado,compartido,27,3738
16015,0,compartido,individual,29,17224
16016,2,privado,individual,82,22334
16017,3,compartido,individual,99,42668
16018,3,compartido,compartido,50,28495
16019,2,privado,compartido,58,42246
16020,3,privado,individual,15,40223
16021,2,compartido,individual,61,20611
16022,3,compartido,compartido,71,48676
16023,3,compartido,individual,50,44980
16024,2,privado,individual,56,21295
16025,0,privado,individual,17,32723
16026,2,privado,individual,40,3564
16027,3,compartido,individual,11,29959
16028,3,privado,compartido,85,25686
16029,3,compartido,compartido,75,25794
16030,0,privado,compartido,45,23943
16031,0,privado,individual,97,35626
16032,0,compartido,individual,12,7016
16033,0,compartido,individual,58,19640
16034,0,compartido,individual,38,28584
16035,3,compartido,individual,34,49717
16036,3,compartido,individual,21,20115
16037,3,privado,individual,44,19758
16038,2,privado,individual,88,41820
16039,2,privado,individual,88,13617
16040,3,compartido,individual,29,43463
16041,2,privado,compartido,69,48812
16042,2,compartido,individual,98,6559
16043,0,privado,compartido,83,16982
16044,2,privado,individual,5,3490
16045,2,privado,individual,53,8482
16046,0,privado,individual,6,15767
16047,3,privado,compartido,37,41204
16048,1,compartido,individual,95,7133
16049,2,privado,compartido,51,8788
16050,3,privado,individual,33,15649
16051,2,compartido,individual,79,4365
16052,3,compartido,compartido,39,43303
16053,2,privado,individual,100,49953
16054,1,compartido,compartido,15,3842
16055,3,compartido,individual,25,45744
16056,2,compartido,compartido,10,1338
16057,3,privado,individual,16,2701
16058,3,compartido,individual,10,771
16059,2,compartido,individual,87,40082
16060,2,compartido,individual,87,4915
16061,3,compartido,individual,72,4340
16062,3,compartido,compartido,36,38152
16063,1,privado,individual,34,39028
16064,2,compartido,compartido,21,27692
16065,3,compartido,compartido,88,2598
16066,2,compartido,individual,7,27484
16067,0,privado,compartido,50,42125
16068,2,compartido,individual,71,35167
16069,1,privado,individual,8,42521
16070,3,privado,individual,92,13233
16071,2,privado,compartido,75,43463
16072,2,compartido,compartido,97,14804
16073,3,privado,individual,58,35117
16074,1,compartido,individual,22,14688
16075,3,compartido,individual,10,27316
16076,2,compartido,individual,18,7691
16077,0,privado,individual,74,3483
16078,1,privado,compartido,14,31321
16079,1,compartido,individual,86,40042
16080,3,compartido,individual,32,15141
16081,2,privado,compartido,29,6394
16082,0,privado,individual,19,21147
16083,3,compartido,individual,95,42360
16084,2,privado,compartido,60,41789
16085,1,privado,compartido,22,5367
16086,0,compartido,compartido,86,1806
16087,1,privado,compartido,60,5066
16088,0,compartido,individual,83,48139
16089,0,compartido,individual,85,34445
16090,2,compartido,individual,91,10919
16091,3,privado,individual,53,48789
16092,0,compartido,individual,61,35445
16093,3,compartido,individual,53,31568
16094,0,compartido,individual,53,8022
16095,3,privado,compartido,76,13984
16096,1,privado,compartido,22,38866
16097,2,compartido,compartido,26,38893
16098,3,compartido,individual,83,1427
16099,2,privado,compartido,94,1818
16100,3,compartido,compartido,77,7373
16101,3,compartido,individual,23,27865
16102,0,privado,individual,36,43672
16103,2,compartido,individual,30,17583
16104,2,compartido,compartido,71,24109
16105,1,privado,compartido,58,40221
16106,1,compartido,compartido,46,10003
16107,3,compartido,individual,89,24043
16108,1,compartido,individual,98,24172
16109,3,privado,individual,94,12057
16110,1,compartido,individual,90,14750
16111,2,compartido,compartido,86,25286
16112,2,compartido,compartido,100,11135
16113,0,privado,compartido,98,24530
16114,1,privado,individual,29,9263
16115,1,compartido,compartido,85,38871
16116,2,compartido,compartido,59,11627
16117,1,compartido,compartido,21,15258
16118,1,compartido,individual,46,4990
16119,0,privado,compartido,23,12082
16120,1,compartido,individual,33,43259
16121,2,compartido,compartido,91,13767
16122,0,privado,individual,45,49270
16123,1,privado,compartido,42,28782
16124,3,privado,compartido,17,30402
16125,1,compartido,individual,48,39143
16126,1,compartido,compartido,72,42918
16127,0,privado,compartido,21,14251
16128,3,compartido,individual,12,17086
16129,2,compartido,compartido,8,8242
16130,2,compartido,compartido,72,2228
16131,2,compartido,individual,53,11939
16132,3,compartido,compartido,32,20704
16133,3,privado,individual,2,13721
16134,0,privado,individual,86,1240
16135,0,compartido,individual,74,27316
16136,1,compartido,individual,94,122
16137,2,compartido,individual,29,14127
16138,1,privado,compartido,53,30272
16139,3,compartido,compartido,41,33474
16140,0,privado,compartido,99,18648
16141,0,compartido,individual,14,25312
16142,3,compartido,compartido,5,39143
16143,2,compartido,compartido,20,7889
16144,1,compartido,compartido,91,5091
16145,3,compartido,individual,21,34100
16146,1,privado,compartido,70,39501
16147,3,privado,compartido,36,7079
16148,0,compartido,compartido,79,29639
16149,0,privado,compartido,87,7495
16150,1,privado,individual,47,9230
16151,0,compartido,individual,65,26653
16152,3,privado,compartido,66,34129
16153,1,compartido,compartido,54,39360
16154,0,privado,individual,26,36441
16155,1,compartido,individual,50,39475
16156,1,compartido,individual,4,13433
16157,0,privado,individual,59,32638
16158,0,privado,individual,21,31193
16159,1,privado,compartido,38,36040
16160,2,privado,individual,31,6920
16161,3,compartido,compartido,53,47130
16162,3,compartido,individual,98,9576
16163,0,compartido,individual,43,17193
16164,0,privado,compartido,80,42994
16165,1,compartido,individual,71,10450
16166,2,compartido,individual,40,47902
16167,2,compartido,individual,82,19510
16168,2,privado,compartido,91,24329
16169,1,privado,compartido,37,48030
16170,0,privado,individual,13,45696
16171,1,privado,individual,37,36934
16172,3,compartido,compartido,63,34032
16173,1,compartido,compartido,60,26352
16174,0,compartido,compartido,72,24499
16175,3,privado,individual,40,23319
16176,0,privado,compartido,49,4925
16177,2,compartido,compartido,92,39860
16178,0,privado,individual,23,4457
16179,2,privado,individual,56,43514
16180,1,compartido,individual,94,4229
16181,1,privado,compartido,63,9570
16182,2,compartido,individual,18,3873
16183,1,compartido,compartido,2,31632
16184,0,compartido,compartido,78,49466
16185,0,compartido,individual,66,33908
16186,1,privado,individual,22,6733
16187,1,compartido,individual,50,1858
16188,3,compartido,individual,21,48369
16189,1,privado,compartido,54,34806
16190,2,privado,compartido,78,36939
16191,3,privado,compartido,94,43619
16192,3,privado,compartido,14,1436
16193,3,privado,individual,10,19078
16194,2,privado,individual,4,36345
16195,3,compartido,compartido,34,19766
16196,2,compartido,compartido,29,20210
16197,0,compartido,individual,8,4816
16198,2,privado,individual,56,21139
16199,1,privado,compartido,43,9496
16200,3,privado,individual,78,3745
16201,0,compartido,individual,60,25666
16202,3,privado,individual,27,28559
16203,1,privado,individual,22,16750
16204,3,privado,individual,33,25488
16205,0,privado,compartido,73,38491
16206,2,privado,compartido,33,5356
16207,0,privado,individual,62,45907
16208,2,privado,compartido,16,20122
16209,3,compartido,individual,40,19596
16210,0,privado,individual,18,46067
16211,1,compartido,compartido,77,36458
16212,0,compartido,individual,56,6509
16213,2,privado,individual,12,10599
16214,3,privado,individual,26,30472
16215,3,compartido,compartido,55,42071
16216,1,compartido,compartido,80,22486
16217,3,privado,compartido,15,14328
16218,3,compartido,compartido,97,41315
16219,0,privado,individual,49,21870
16220,0,privado,individual,2,38186
16221,1,privado,compartido,100,11619
16222,0,compartido,compartido,24,22648
16223,3,compartido,individual,61,28072
16224,3,compartido,compartido,40,10970
16225,1,compartido,compartido,28,34519
16226,3,compartido,compartido,49,17307
16227,0,privado,individual,54,25165
16228,0,privado,compartido,82,7702
16229,1,privado,compartido,71,19328
16230,2,compartido,individual,72,34649
16231,1,privado,compartido,18,40602
16232,0,compartido,compartido,63,31238
16233,0,compartido,compartido,70,9404
16234,1,compartido,compartido,69,33694
16235,0,compartido,compartido,2,15219
16236,2,compartido,compartido,29,49921
16237,3,compartido,compartido,48,21073
16238,0,privado,compartido,37,37804
16239,2,privado,compartido,63,30741
16240,1,privado,compartido,18,11487
16241,1,compartido,individual,78,24407
16242,2,compartido,individual,35,19809
16243,3,compartido,individual,40,26898
16244,0,privado,compartido,71,9475
16245,2,privado,individual,13,32496
16246,1,privado,individual,10,6539
16247,0,privado,individual,62,11545
16248,0,privado,compartido,68,31759
16249,1,compartido,individual,62,20683
16250,1,compartido,compartido,56,33778
16251,1,compartido,individual,11,1306
16252,2,compartido,individual,69,39466
16253,2,privado,compartido,43,4010
16254,1,compartido,individual,75,29646
16255,2,privado,compartido,68,24058
16256,2,compartido,compartido,45,21450
16257,1,compartido,individual,46,15708
16258,3,compartido,compartido,87,48736
16259,3,compartido,individual,58,37547
16260,2,privado,compartido,43,10569
16261,2,compartido,compartido,10,35572
16262,1,privado,compartido,100,32887
16263,2,privado,individual,96,19774
16264,2,privado,compartido,22,1127
16265,2,compartido,individual,15,17903
16266,1,compartido,individual,55,33156
16267,3,privado,compartido,50,39329
16268,0,privado,individual,72,11967
16269,1,privado,individual,33,3031
16270,0,privado,compartido,16,14501
16271,3,privado,compartido,84,19279
16272,1,compartido,individual,48,33124
16273,1,privado,compartido,62,28789
16274,3,compartido,individual,9,37036
16275,1,privado,individual,97,39859
16276,3,privado,individual,59,18886
16277,0,compartido,compartido,24,25017
16278,0,privado,individual,45,6650
16279,2,compartido,individual,94,4602
16280,0,compartido,individual,55,24982
16281,1,privado,compartido,36,39005
16282,0,privado,compartido,92,33038
16283,2,compartido,compartido,5,20212
16284,2,compartido,compartido,10,27472
16285,0,privado,individual,95,18349
16286,0,privado,compartido,15,26470
16287,3,privado,compartido,79,43020
16288,3,privado,compartido,56,37994
16289,0,compartido,compartido,57,607
16290,0,privado,individual,47,41141
16291,1,compartido,individual,91,3763
16292,3,compartido,individual,97,12376
16293,3,privado,compartido,66,2495
16294,0,compartido,compartido,31,25708
16295,0,compartido,compartido,21,5592
16296,2,compartido,compartido,36,902
16297,3,privado,compartido,53,2015
16298,3,privado,individual,71,43130
16299,1,privado,compartido,42,19021
16300,3,compartido,individual,62,20476
16301,3,privado,compartido,12,9825
16302,3,privado,compartido,32,35527
16303,0,compartido,individual,85,8009
16304,1,privado,individual,9,48673
16305,1,compartido,individual,5,203
16306,2,privado,individual,30,21881
16307,0,privado,individual,30,18350
16308,2,privado,compartido,25,18087
16309,0,compartido,individual,40,8549
16310,0,compartido,individual,20,36297
16311,0,privado,individual,24,25729
16312,0,privado,compartido,24,36896
16313,3,privado,individual,2,7190
16314,3,compartido,individual,78,7944
16315,0,privado,individual,64,25931
16316,3,compartido,individual,96,40888
16317,3,privado,individual,89,26416
16318,1,privado,individual,40,3923
16319,0,privado,compartido,18,22947
16320,2,compartido,individual,79,19059
16321,1,privado,compartido,79,11038
16322,1,privado,individual,44,33418
16323,0,compartido,individual,46,28330
16324,0,privado,compartido,27,18006
16325,3,compartido,individual,83,20690
16326,0,privado,compartido,4,36067
16327,0,privado,compartido,74,13671
16328,1,compartido,individual,2,16482
16329,2,privado,compartido,59,19550
16330,1,compartido,compartido,37,4296
16331,1,compartido,individual,71,27192
16332,2,compartido,individual,49,21388
16333,0,compartido,compartido,51,14162
16334,3,privado,compartido,46,43808
16335,0,privado,compartido,86,42312
16336,0,privado,individual,6,36193
16337,1,privado,individual,53,40041
16338,0,compartido,individual,51,46051
16339,0,compartido,individual,62,33904
16340,3,privado,compartido,91,41919
16341,1,privado,compartido,97,34459
16342,2,privado,individual,33,7381
16343,2,compartido,compartido,30,22262
16344,0,compartido,compartido,47,27106
16345,1,privado,compartido,93,40748
16346,1,compartido,individual,81,1414
16347,3,compartido,compartido,39,48104
16348,2,privado,individual,64,24198
16349,2,privado,individual,78,23947
16350,0,compartido,individual,71,1796
16351,3,privado,individual,92,44452
16352,1,privado,individual,88,24297
16353,3,compartido,compartido,16,14852
16354,0,privado,compartido,3,29211
16355,3,compartido,individual,15,18469
16356,3,privado,individual,75,17773
16357,1,compartido,compartido,2,29796
16358,2,compartido,compartido,88,33245
16359,2,privado,compartido,64,35244
16360,0,compartido,individual,50,20971
16361,0,privado,individual,10,17843
16362,3,compartido,individual,76,9644
16363,2,privado,compartido,92,25921
16364,2,compartido,compartido,89,37994
16365,0,privado,compartido,96,12587
16366,2,privado,compartido,4,23569
16367,3,compartido,individual,61,19394
16368,3,compartido,compartido,5,37990
16369,3,privado,compartido,32,29270
16370,3,privado,individual,14,25328
16371,0,compartido,compartido,82,26204
16372,3,privado,compartido,77,17147
