IDALOJAMIENTO,IDSERVICIO,COSTO
214765,4,533
195633,12,566
160859,7,904
222272,10,206
166974,3,364
199299,4,610
219922,6,694
192768,12,350
167868,9,785
151113,8,464
228866,9,666
221411,3,751
175839,9,543
195952,6,896
165492,1,1000
202206,9,126
164861,4,486
162818,5,653
213386,6,852
222918,5,977
206562,4,717
185134,4,776
214767,4,179
201981,6,968
193542,2,557
176355,9,289
190852,1,567
201442,8,939
207616,8,328
166467,1,335
226988,6,338
220715,8,436
209621,1,570
214155,2,377
182057,5,815
166450,11,773
164876,8,309
226271,10,385
214766,5,631
172587,12,584
160989,5,379
222199,1,660
203649,5,209
207014,9,703
167849,11,310
157663,11,197
208905,10,592
219733,9,747
151340,12,317
155975,10,453
177825,2,397
191709,7,996
209036,9,967
186043,5,708
224306,9,480
209706,6,296
196041,10,363
213913,9,138
171244,11,506
158378,10,657
194500,11,629
154318,6,878
162026,3,606
226296,6,857
154486,10,241
194589,1,299
159562,12,955
191054,5,897
224443,9,458
179492,9,577
169158,2,307
213672,1,815
203843,9,365
189525,6,156
207557,1,794
169137,9,511
210455,8,192
224384,4,552
177783,5,423
219458,6,819
179408,1,826
181821,9,476
188797,3,654
226654,6,421
184245,13,158
220650,11,753
220866,12,659
196245,12,255
183811,11,928
185037,1,937
186443,5,889
206538,9,521
173390,1,803
161633,10,190
176195,4,782
212076,10,348
228717,4,739
186769,7,331
218407,12,438
171569,8,652
160364,12,203
205990,10,539
161262,11,663
166499,12,168
179630,13,169
197801,6,249
180538,2,701
191751,13,151
171815,4,491
226872,5,997
227940,2,146
182058,2,497
194599,7,286
178211,1,569
185629,4,491
201066,2,542
220406,2,338
185084,7,489
189895,12,356
210565,7,737
212543,2,118
218760,2,416
226439,2,517
199047,12,328
194639,7,441
185307,7,670
191781,10,749
166366,7,959
200141,5,215
217943,2,806
216354,8,270
216062,9,351
168751,11,506
178216,9,712
179801,11,462
184461,2,996
191619,4,495
155291,2,174
168677,9,120
160657,3,833
223211,10,538
194383,2,482
228067,7,177
214994,10,657
169962,13,179
182932,1,372
169906,10,574
153761,3,945
151553,8,309
178789,2,483
190862,5,971
219033,10,616
175389,9,929
156720,5,593
173962,11,233
213491,6,508
194458,2,258
204705,9,594
219993,6,374
192846,3,340
152940,5,429
167592,11,322
222717,10,272
229185,9,655
230000,5,809
171571,11,648
182738,4,400
206468,2,845
161943,1,929
220998,7,286
188731,6,133
154633,7,620
173804,5,324
169137,1,349
179193,5,304
217646,5,759
210222,3,889
225477,6,477
159782,11,591
159864,3,888
204793,6,326
193485,1,455
222758,7,687
167165,7,582
170854,5,181
176378,5,212
217008,2,686
161312,13,504
183175,10,811
193102,4,267
178090,13,512
208996,3,360
211070,4,932
170594,2,281
188536,11,816
184441,10,994
200757,2,949
194328,8,366
204746,12,270
180526,10,387
216181,7,720
173943,9,290
158867,3,227
150811,3,999
161163,6,786
168222,3,218
180528,4,917
228446,12,563
222291,11,248
152261,5,879
177056,9,179
193632,8,857
218114,9,843
210094,8,974
152061,1,559
153416,12,100
159952,10,715
202342,8,704
201229,10,819
199248,6,360
201423,12,116
180086,1,366
201563,4,645
199327,2,677
202870,2,141
182165,7,248
165605,6,255
209347,11,958
203141,3,311
228385,9,416
190574,12,380
205887,5,939
221273,7,793
176818,7,363
176657,3,371
156134,4,135
182722,13,985
171848,6,344
229856,10,212
200679,6,529
214364,4,501
155684,5,571
201143,5,931
225053,12,659
192475,4,712
202741,5,432
199817,5,870
163060,2,992
220604,5,311
227918,1,371
193865,3,512
184092,7,430
158582,11,631
192460,10,710
218353,6,416
160840,4,746
155666,11,192
162948,3,702
220408,3,118
179636,13,722
179215,9,397
211488,12,426
229938,11,598
196110,9,312
203495,3,674
165537,4,624
188864,10,224
211662,11,315
223959,1,303
159419,13,196
213247,7,497
187495,13,542
182299,6,710
226812,11,346
175126,13,909
154695,11,985
209130,12,864
191184,4,217
151517,6,857
202691,7,178
170756,5,608
201944,11,244
155747,10,706
185965,10,241
183118,5,328
209463,8,177
182241,4,215
218342,2,139
219096,7,422
151286,8,783
160902,8,538
164377,13,471
217909,13,245
189303,4,849
221536,5,700
209953,8,781
151877,1,852
206243,6,669
152897,8,408
226873,3,187
226506,8,540
214913,9,243
201456,7,153
152493,11,243
192481,3,362
225687,11,165
189766,6,600
210916,5,683
217812,12,430
218945,1,646
207183,9,162
155291,6,179
186885,12,309
153224,6,261
225651,3,719
151881,4,264
181862,4,935
194070,12,167
229000,5,258
211304,12,658
201848,2,726
200106,1,526
210975,5,258
196545,3,105
217526,13,771
212409,6,979
175089,6,962
189611,12,955
183734,12,953
215096,9,970
191066,12,198
186240,3,502
219669,4,978
196720,13,214
203255,10,223
188660,11,537
177012,13,936
173397,6,346
183178,6,870
205821,4,194
195856,12,764
181088,9,708
209792,6,999
185373,13,731
204378,4,888
198594,6,118
186508,13,724
194780,5,516
167379,5,773
160735,13,780
187645,1,293
185073,3,539
157682,10,152
152358,7,425
150135,12,859
192633,4,864
226155,8,944
175117,13,459
195716,13,517
182785,4,714
190794,2,346
227786,3,462
221420,4,430
176318,5,665
202003,13,183
184452,5,250
221237,13,606
229335,3,942
224095,1,922
153492,3,838
182870,7,703
194107,5,475
192912,4,201
187220,4,615
152612,1,440
181188,2,868
210784,5,365
153504,11,484
154093,7,952
189595,13,615
163326,13,198
191391,2,327
228858,2,823
207669,9,321
157574,12,156
186768,3,864
220863,6,395
168875,7,417
217322,1,309
202713,9,206
150451,1,521
176612,8,574
186174,2,397
229052,12,369
184979,11,285
156788,11,608
215480,6,847
163119,12,227
203280,4,232
227226,9,818
181286,9,423
157491,9,641
198774,8,280
150130,10,542
167446,5,411
179730,5,770
168399,1,186
152654,13,420
158666,9,440
177816,13,475
175380,4,916
170154,11,263
229160,12,456
220587,3,995
207210,13,338
222271,4,590
215985,8,937
179466,12,143
221572,12,657
196881,2,253
196664,9,732
228936,10,866
152100,3,341
222371,13,676
198730,2,921
181360,1,171
184180,5,204
192836,8,347
198594,10,359
172131,10,757
207131,5,459
154973,5,467
213775,9,547
222658,12,313
206977,2,764
173355,4,305
221804,10,572
154722,6,684
187404,3,968
166749,9,638
211168,8,663
192261,7,779
212376,13,790
188492,10,321
192000,3,579
151647,7,188
202662,12,709
151532,11,183
165259,4,657
175778,1,882
181927,3,698
220426,13,285
195819,3,266
187260,4,110
192975,2,625
169221,13,262
172740,8,733
155515,8,889
216500,13,622
176281,12,693
213404,11,516
184780,1,352
195864,1,1000
205358,9,962
163094,7,468
156142,2,485
193506,2,914
228415,12,350
175906,2,208
213025,13,543
197041,6,678
210197,6,830
226773,7,522
161271,3,449
221077,7,878
207812,12,952
205200,12,357
220900,6,122
158808,4,304
217315,5,503
156277,10,600
154004,8,937
191057,4,363
158298,4,678
217141,5,976
207750,1,560
213671,9,883
211800,5,204
172651,2,364
215061,7,602
162469,3,579
168407,11,964
220775,6,818
175685,4,363
228380,12,773
194814,4,183
224348,10,428
187507,2,276
222691,1,113
201135,5,270
155184,8,473
207450,2,700
176964,11,838
186535,4,833
196547,11,844
210257,7,777
167613,2,442
196776,12,428
177649,12,675
206604,6,678
204945,10,411
176656,12,269
180943,5,950
219653,5,739
176844,12,626
188498,5,462
151302,13,128
158052,12,840
173818,11,502
192831,4,506
183375,10,701
185243,12,638
201201,4,828
219975,1,371
192448,7,262
173427,9,982
205480,2,592
150521,9,361
218140,8,769
226715,3,591
171519,10,675
177447,10,914
158088,10,945
177489,9,656
215624,6,785
152654,2,952
154354,4,330
180698,9,609
196082,11,384
165909,1,488
172364,6,891
178365,1,428
155490,13,673
166018,3,826
210713,8,650
200237,6,481
185639,12,742
168853,10,779
217003,4,840
216684,3,651
166254,5,946
219719,10,661
216642,1,864
166288,4,119
186517,5,161
190798,4,472
171240,8,561
208824,11,681
224518,4,643
179311,8,105
228465,7,392
196513,10,795
202195,2,362
219629,4,430
214760,10,863
188292,9,488
216439,4,155
184149,6,423
172453,4,959
208825,2,583
189643,12,596
157042,1,416
227262,4,887
180573,7,482
224692,2,139
182942,13,729
219964,4,518
151496,3,610
213988,7,488
191795,1,651
153001,1,608
200365,13,943
178515,8,640
208080,2,358
185391,6,623
178688,12,191
211429,7,575
162838,8,409
207562,6,621
196400,2,467
151809,12,139
165801,13,265
161959,12,711
161148,9,675
187364,7,935
228985,12,196
193405,1,774
199934,2,144
222568,7,136
192151,7,283
226311,7,440
165723,11,397
180590,9,542
214569,10,166
222943,9,593
207499,12,449
194679,13,199
220762,13,642
155196,2,127
222509,2,136
228405,9,382
175265,7,572
191310,6,468
226585,5,207
194728,1,872
173850,4,290
194564,9,980
208807,1,987
189764,3,136
159254,2,121
166957,2,840
167380,9,132
212203,1,646
173011,1,934
211532,1,446
165344,7,991
178961,6,147
166310,9,201
156605,7,237
226442,13,894
226237,3,441
178624,11,484
157907,8,795
158928,3,435
151208,13,989
182794,1,120
157154,12,652
219238,11,250
166161,4,337
206665,13,638
195730,6,188
176389,13,260
153956,1,548
152063,8,299
156868,8,413
175803,8,924
225458,2,553
216629,12,714
176686,1,766
220355,11,840
183927,7,687
193056,5,475
227557,9,664
194799,3,184
195281,7,182
200181,9,137
211432,9,856
184623,8,496
201998,6,571
163562,6,640
178505,11,627
218178,9,646
184773,13,834
189252,11,124
196655,10,587
194396,11,852
174749,6,951
182919,3,294
201232,5,309
154695,5,710
203544,3,250
218882,1,125
207743,10,688
170803,12,758
211057,11,580
162991,6,834
184559,8,166
206801,7,328
193853,7,715
224401,8,863
163589,5,678
212825,5,100
191851,9,534
210300,13,531
150663,4,419
179273,6,528
191745,7,675
185119,13,461
210176,5,503
226520,10,165
199277,5,686
177010,7,974
201472,9,607
207868,8,390
188772,3,926
156929,10,968
225048,10,900
227990,9,237
160946,13,708
224536,13,897
159795,6,379
182093,10,286
163336,9,446
180484,12,113
157409,11,963
180818,12,650
226672,6,728
227097,7,526
178589,1,210
216152,7,860
183295,8,247
169938,11,851
220042,7,848
222929,10,302
169297,4,723
225411,12,790
200647,13,305
229049,3,963
195086,12,547
159049,12,974
193013,6,681
158680,3,644
161566,1,277
196798,5,569
197329,12,239
166977,8,561
194604,9,331
169339,4,661
206616,1,207
194765,12,817
213321,3,587
200490,3,837
181234,10,727
204734,1,363
195439,12,591
225214,9,772
216992,12,501
158665,2,876
187925,3,678
169279,4,148
212414,9,444
202395,11,670
192993,1,717
173618,6,669
188005,11,491
188799,3,647
204716,2,578
217815,5,376
176063,7,440
220571,1,737
174383,10,926
191718,4,207
218541,13,716
175774,8,472
201359,1,430
163102,7,174
161815,2,898
189788,3,801
200965,3,967
200419,13,142
164731,1,987
220825,8,805
197047,2,800
199369,12,610
208584,13,914
221619,3,315
160299,12,946
220003,10,385
178553,11,514
205683,7,176
181282,11,837
180111,2,348
223225,12,615
167195,10,479
168635,10,553
161148,5,941
185762,1,316
176749,8,524
198172,3,392
204787,1,248
177665,2,283
158402,10,277
192155,9,921
197518,2,301
177843,12,857
203682,6,528
217182,9,987
217332,1,400
207619,12,484
193130,5,402
219951,1,842
216417,10,898
159795,10,768
150256,5,505
204709,10,713
222233,4,516
150909,8,571
185448,3,194
157701,1,451
211750,4,769
163449,6,929
161281,5,861
217383,13,727
175659,12,824
179534,13,402
227675,1,306
166464,1,814
153379,6,123
186501,7,913
205888,4,139
172952,7,983
180489,5,735
190585,4,249
197653,10,601
166939,12,843
218689,10,961
221616,5,621
184895,10,823
221082,4,713
213063,13,318
217491,1,206
197184,5,996
165270,6,453
200278,3,944
203691,8,607
199319,12,140
179148,1,146
208189,3,198
174029,5,481
211368,10,318
204807,3,343
176593,6,233
194693,9,384
187649,10,175
181864,13,802
224077,10,614
212242,6,816
199951,11,243
173883,4,389
215732,8,596
197935,4,820
159722,11,472
150358,4,254
207127,4,1000
224223,2,437
174489,4,554
163114,8,352
222661,2,611
199584,11,873
173205,3,492
189386,3,695
162607,1,475
216914,8,732
191829,11,150
205296,7,150
224950,2,647
177021,3,987
158940,5,986
155883,13,651
180342,10,534
203103,7,154
198246,6,184
161421,9,197
155420,9,931
210059,12,618
175718,4,781
218365,10,915
168809,3,332
172346,7,741
150693,1,244
169080,7,584
158313,5,613
150128,9,257
156591,4,274
191066,5,954
174136,5,434
184386,13,761
221503,1,719
197435,7,405
222368,12,287
202160,6,119
169498,7,405
184996,1,681
181726,3,974
215124,9,533
214828,5,813
160982,8,611
185947,11,921
156718,3,616
150022,12,413
178118,13,752
229345,10,497
173992,9,483
193964,6,146
150746,9,960
202931,11,936
171439,9,872
214624,7,800
212335,5,866
215127,11,748
184491,1,722
210681,10,284
199335,3,671
180670,7,788
176281,10,240
182146,2,816
164899,7,712
179336,7,191
150489,8,430
191872,3,899
152401,12,601
155865,12,826
216289,2,894
200672,9,680
160582,13,945
219593,4,812
153963,8,690
219732,6,839
171972,13,249
193096,13,472
200501,11,202
206188,1,128
165873,9,465
225338,6,746
159508,9,916
200367,10,701
209459,12,383
156608,1,629
215972,2,635
194132,9,882
205850,5,690
203372,1,303
219971,8,158
199559,11,292
210521,6,174
161792,10,390
198532,8,274
203685,8,460
190351,4,592
197310,9,567
157578,9,333
212625,10,451
228248,7,797
179247,12,799
218976,5,785
226800,3,125
200910,13,358
163066,8,467
201472,1,541
167466,8,155
192197,7,537
181616,13,721
212174,8,908
218141,2,518
178750,11,429
161395,8,925
198459,3,526
220459,3,512
179906,1,607
220570,8,188
189338,3,827
206129,2,791
183805,1,191
160123,1,800
163528,7,775
189629,11,263
206631,1,158
160697,11,758
217585,13,324
216437,7,300
198221,3,214
207231,5,546
190074,3,538
170541,9,603
225671,6,815
184891,3,256
197243,10,748
187285,7,208
151676,11,196
169779,9,453
172430,11,497
156167,6,305
151735,4,535
205187,12,700
219943,12,792
194759,10,517
156741,10,438
155652,8,246
191248,7,375
221269,12,562
176210,11,507
181664,8,206
201783,2,638
177928,5,425
204017,1,369
169843,10,310
195681,10,500
182046,7,559
226432,12,480
177020,3,336
167475,3,871
226129,8,658
211903,9,524
164377,4,136
163032,13,921
229388,12,899
168328,10,255
229654,10,485
176119,13,206
172648,7,635
175143,9,451
181361,8,379
208200,10,804
156403,1,876
229283,5,729
194008,13,501
193428,10,995
172647,10,625
209565,11,103
190542,9,814
218268,10,978
185091,7,363
155250,9,994
183581,1,830
209792,1,841
221253,13,837
226637,9,590
206229,6,526
206445,10,625
205170,7,542
174663,10,799
150858,13,985
161878,2,494
211201,12,209
211301,10,362
183780,7,418
152496,4,440
152718,5,838
183725,12,249
210188,8,134
157766,4,683
156361,9,550
155847,8,916
184046,3,899
174677,1,640
221316,7,948
186891,10,743
199301,3,580
193634,8,165
172346,9,468
153426,5,160
199598,4,826
187227,12,789
191322,5,722
215504,7,613
195131,12,251
186050,2,192
203320,4,143
213793,8,370
171420,7,637
166569,12,748
162913,11,915
167262,9,898
190657,9,517
203491,5,431
168956,12,946
194155,3,582
224818,4,897
165537,9,866
177322,1,443
223237,12,606
200839,5,903
183949,2,504
192833,10,839
162247,12,630
177861,9,910
152985,2,513
225763,13,194
179097,8,563
216919,3,271
160306,3,818
202521,4,439
159519,12,386
170635,9,988
192171,3,353
220306,6,357
154348,8,626
174386,5,541
218882,11,401
198019,11,481
217425,4,142
199513,3,863
189192,9,453
222350,13,128
157812,10,851
202037,10,422
151795,11,943
216037,7,605
160577,6,278
162236,3,144
191646,3,205
186857,5,738
191099,4,932
183559,6,898
182659,6,777
225994,4,264
218734,13,111
217343,11,320
160348,12,326
206779,5,969
219750,12,511
163715,3,846
226655,3,869
181235,3,761
218402,11,133
176203,10,918
175190,5,696
153232,7,290
223392,5,530
192882,9,175
164686,4,615
222505,7,349
162906,9,262
172732,1,732
214230,9,281
160276,10,680
222159,5,917
189482,11,434
159837,6,818
197819,8,604
227321,10,560
200781,2,516
213285,4,227
199367,8,984
202610,9,380
153503,9,118
189154,13,407
172399,1,188
185488,9,806
171791,3,151
150018,4,802
179377,5,487
193676,3,209
200226,4,325
221787,11,169
184376,5,845
189978,2,677
155799,3,376
163230,3,577
201205,3,694
161223,12,942
177013,3,532
211032,3,706
188158,6,731
151458,1,986
172405,7,574
167739,1,544
163997,13,376
178859,1,351
201438,6,108
157065,13,689
182449,3,966
222312,10,472
176983,11,712
163615,13,168
181219,8,299
177332,3,482
228097,3,753
220794,2,177
179968,5,730
218907,3,834
195284,10,629
171854,9,922
199893,8,975
227136,8,794
215328,5,452
166805,4,939
166606,4,796
190900,12,791
224937,11,355
226212,8,531
175007,1,559
160445,6,748
169495,11,612
153347,3,947
209671,9,700
198803,7,729
159314,5,483
209394,8,679
201608,5,148
229759,9,589
195665,13,922
209817,7,427
157890,1,351
177674,1,904
186906,13,760
174849,3,338
151881,12,1000
190270,12,595
212631,6,971
189525,1,894
160427,2,252
155643,4,807
199998,1,604
201237,4,751
200636,1,976
209832,8,438
160401,3,409
199990,9,975
159412,10,227
199042,6,681
176542,4,975
185251,2,251
191046,13,948
179970,7,123
193927,8,519
228955,12,607
150228,10,294
195937,9,389
225951,9,455
174235,2,600
155240,11,385
221966,1,860
213444,3,159
202556,2,511
168375,7,222
155562,9,992
217750,3,860
203601,2,181
209469,6,481
229728,8,207
164709,5,255
164804,12,532
219112,13,654
197994,2,225
202343,11,312
215809,3,938
190816,12,927
227440,11,359
151612,6,577
156208,6,834
170550,5,162
228153,11,803
157668,3,971
185800,8,957
228040,12,157
212198,12,413
205924,8,136
217032,10,126
209743,8,721
194106,12,110
213872,4,776
223801,9,452
220897,9,128
155291,7,642
168539,11,807
199985,8,286
172678,5,882
202058,6,346
192106,9,557
214874,3,855
223996,9,980
157782,2,192
189813,3,622
157248,12,391
172502,6,447
153470,2,271
223347,10,248
191589,4,861
163302,5,875
187514,10,138
178846,5,173
217964,13,325
220727,1,409
216870,1,864
177580,11,641
213244,8,401
155962,11,442
229739,12,824
220123,1,444
220701,3,297
222840,11,359
177206,2,599
223047,12,184
201677,6,546
197511,2,249
207164,4,140
181421,7,228
208558,1,691
171459,8,692
222735,10,409
171585,6,174
229179,6,135
188634,5,418
162066,8,876
170456,10,115
186723,10,140
210907,8,147
195018,2,546
195378,7,767
153205,9,955
178759,7,389
218092,7,160
206707,11,898
192518,12,849
160384,2,816
227458,11,360
200332,12,332
219087,1,971
209358,12,141
214122,5,890
161491,13,590
218910,9,378
168050,8,482
221255,8,740
211264,8,723
164566,11,892
229302,4,566
219134,2,526
201108,5,711
217709,5,308
193099,11,716
202737,3,138
165883,1,132
224573,6,643
156100,4,733
205475,9,901
164419,2,665
169966,6,399
228553,7,345
179294,3,512
228259,12,565
203839,3,889
177374,3,757
201994,3,681
175090,5,911
185633,6,467
213153,5,447
212318,8,908
223831,6,216
205945,1,436
207996,4,454
181422,9,394
195879,3,727
223862,7,465
154534,11,104
169808,10,504
171198,2,909
182129,12,334
217433,5,439
164742,5,321
193530,8,224
177306,2,591
167143,12,366
216106,9,828
152349,8,644
159837,7,582
153790,2,713
164820,3,963
215182,4,564
181929,13,612
227122,4,966
207477,4,569
177334,3,787
181564,13,747
196370,6,235
194594,2,497
197300,1,691
186420,10,960
186394,9,689
188993,2,359
173695,2,104
153165,10,425
180560,3,593
178667,1,572
195807,10,148
219083,2,503
155177,10,565
177726,4,304
171832,7,368
161412,5,717
202768,4,864
166373,1,559
189456,11,554
217776,3,699
178662,1,208
209206,13,339
184080,6,874
156569,12,789
