IDALOJAMIENTO,SERVPUBLICO,ADMINISTRACION,IDENTIFICACIONOPERADORUSUARIO
54802,N,Y,40639
54803,Y,N,3575
54804,N,Y,33669
54805,Y,N,37050
54806,Y,N,32023
54807,N,Y,32613
54808,Y,Y,38254
54809,N,Y,26487
54810,Y,N,4790
54811,Y,Y,46847
54812,N,Y,26030
54813,Y,N,31464
54814,N,Y,19046
54815,N,Y,38005
54816,Y,N,49385
54817,Y,Y,10755
54818,N,Y,42870
54819,Y,N,14210
54820,Y,Y,838
54821,N,N,35128
54822,Y,N,30129
54823,N,Y,30837
54824,Y,Y,30188
54825,Y,N,39968
54826,N,Y,29895
54827,N,Y,19638
54828,N,Y,6885
54829,Y,Y,20834
54830,N,Y,25935
54831,N,N,16215
54832,Y,Y,31316
54833,Y,Y,37389
54834,N,N,5740
54835,Y,Y,25009
54836,Y,Y,36535
54837,Y,Y,46916
54838,Y,N,39983
54839,Y,Y,29700
54840,Y,N,11678
54841,N,Y,4477
54842,N,N,40960
54843,N,N,24999
54844,N,Y,45262
54845,N,N,39677
54846,Y,N,645
54847,N,Y,20420
54848,N,N,47544
54849,N,N,7774
54850,Y,Y,32630
54851,N,N,33756
54852,N,N,35411
54853,N,Y,18135
54854,N,Y,17798
54855,Y,N,43275
54856,Y,N,9793
54857,N,N,47604
54858,Y,Y,44789
54859,N,Y,13042
54860,Y,N,22067
54861,Y,N,28812
54862,Y,N,41909
54863,N,Y,42281
54864,Y,Y,10960
54865,Y,N,29219
54866,N,Y,39359
54867,N,N,40639
54868,Y,N,6807
54869,N,N,5592
54870,Y,N,9858
54871,Y,N,11782
54872,Y,N,8000
54873,Y,Y,38184
54874,N,Y,37176
54875,N,N,12323
54876,Y,Y,24309
54877,N,N,18569
54878,Y,N,42274
54879,Y,Y,24489
54880,N,N,46020
54881,Y,Y,5514
54882,Y,Y,24603
54883,N,N,26263
54884,N,N,41767
54885,N,Y,27217
54886,Y,N,35085
54887,Y,N,34407
54888,N,Y,18972
54889,N,N,24846
54890,N,Y,37979
54891,Y,Y,24110
54892,Y,Y,14511
54893,Y,Y,24663
54894,Y,Y,49176
54895,N,N,18006
54896,N,N,22545
54897,N,Y,42468
54898,Y,Y,26656
54899,N,Y,45563
54900,N,N,27170
54901,Y,N,11901
54902,Y,N,15843
54903,Y,Y,9850
54904,N,Y,46481
54905,Y,Y,8402
54906,Y,N,2226
54907,N,N,41011
54908,Y,N,49803
54909,Y,Y,49889
54910,N,N,47473
54911,Y,Y,44209
54912,N,N,4347
54913,N,Y,17818
54914,N,N,27923
54915,N,Y,41371
54916,Y,Y,36990
54917,N,Y,34735
54918,Y,N,34437
54919,Y,Y,22778
54920,N,N,44740
54921,Y,Y,46310
54922,N,N,33895
54923,N,Y,39448
54924,Y,Y,35760
54925,N,N,38151
54926,Y,Y,4810
54927,Y,Y,10782
54928,Y,Y,38376
54929,Y,N,21151
54930,Y,Y,468
54931,N,Y,39173
54932,Y,Y,16844
54933,Y,N,49065
54934,Y,Y,25113
54935,Y,Y,47093
54936,Y,Y,49126
54937,N,Y,8738
54938,Y,Y,23711
54939,N,Y,29795
54940,Y,N,23520
54941,N,N,12391
54942,Y,N,43653
54943,Y,Y,10098
54944,Y,Y,10746
54945,Y,Y,35617
54946,Y,N,1026
54947,N,Y,42623
54948,Y,Y,20480
54949,Y,N,4889
54950,N,Y,44737
54951,N,N,9967
54952,Y,N,32121
54953,Y,Y,32565
54954,Y,N,35494
54955,Y,Y,46622
54956,N,Y,18752
54957,N,Y,31693
54958,Y,Y,32247
54959,N,Y,27823
54960,Y,Y,24080
54961,Y,N,36602
54962,N,Y,45814
54963,Y,Y,26580
54964,Y,Y,23107
54965,Y,Y,30332
54966,Y,Y,34012
54967,N,Y,38387
54968,Y,N,49236
54969,Y,Y,23025
54970,N,Y,40085
54971,N,Y,36227
54972,N,N,18838
54973,N,N,19949
54974,N,N,18218
54975,N,N,48343
54976,N,Y,2329
54977,N,Y,30156
54978,N,Y,41441
54979,N,Y,30570
54980,N,Y,23922
54981,Y,Y,16323
54982,N,Y,14595
54983,Y,Y,37610
54984,Y,Y,44453
54985,N,Y,25933
54986,Y,Y,31992
54987,N,Y,29623
54988,N,N,23208
54989,Y,Y,17694
54990,N,Y,24702
54991,N,Y,37982
54992,Y,N,40941
54993,Y,Y,11512
54994,Y,N,43339
54995,N,N,3297
54996,Y,Y,121
54997,Y,Y,33252
54998,N,Y,37498
54999,N,N,2002
55000,Y,N,19671
55001,N,N,30067
55002,Y,N,16738
55003,N,Y,33381
55004,N,N,16276
55005,N,N,758
55006,Y,N,37654
55007,Y,Y,27582
55008,N,N,38004
55009,N,N,23663
55010,Y,Y,12551
55011,N,N,365
55012,N,N,20561
55013,Y,N,45717
55014,N,Y,32559
55015,Y,N,47709
55016,Y,N,1160
55017,Y,Y,12524
55018,Y,N,26434
55019,N,Y,25977
55020,N,N,40034
55021,Y,N,42461
55022,Y,Y,26428
55023,Y,N,3848
55024,Y,N,11584
55025,Y,N,20638
55026,Y,N,20114
55027,N,N,43455
55028,N,Y,20603
55029,N,N,26056
55030,Y,N,6497
55031,Y,N,6022
55032,N,Y,5279
55033,N,N,33308
55034,N,N,40511
55035,Y,Y,11020
55036,N,N,32561
55037,N,Y,26773
55038,Y,Y,49588
55039,Y,Y,38615
55040,Y,N,34324
55041,N,N,12334
55042,N,Y,34074
55043,N,Y,26414
55044,Y,N,11025
55045,Y,Y,14995
55046,Y,Y,17574
55047,N,N,7964
55048,N,Y,45643
55049,N,N,33723
55050,N,N,25326
55051,Y,Y,8774
55052,N,Y,32263
55053,N,Y,34981
55054,N,Y,11760
55055,N,Y,40954
55056,N,N,19211
55057,Y,N,41741
55058,Y,Y,16626
55059,Y,Y,32352
55060,N,N,26252
55061,Y,N,29101
55062,Y,Y,34440
55063,N,Y,34420
55064,Y,N,14263
55065,N,N,20824
55066,N,Y,26168
55067,Y,N,39278
55068,Y,N,44026
55069,Y,N,26247
55070,Y,N,28054
55071,N,Y,19541
55072,Y,N,44042
55073,Y,N,37288
55074,Y,N,41465
55075,Y,Y,2895
55076,Y,Y,258
55077,Y,Y,46437
55078,N,N,24326
55079,N,Y,43832
55080,Y,Y,47602
55081,N,Y,25976
55082,N,Y,38502
55083,Y,N,360
55084,N,N,43562
55085,N,Y,44108
55086,Y,N,16365
55087,N,N,17510
55088,Y,N,29996
55089,Y,N,17712
55090,Y,Y,40667
55091,Y,Y,24467
55092,Y,Y,15793
55093,N,Y,11409
55094,Y,N,49069
55095,Y,Y,27181
55096,Y,N,38215
55097,N,Y,40894
55098,N,N,27262
55099,N,N,22771
55100,Y,N,40474
55101,Y,Y,8367
55102,Y,Y,9165
55103,Y,Y,45236
55104,Y,N,12324
55105,Y,Y,15689
55106,N,Y,17920
55107,Y,N,12909
55108,Y,Y,27258
55109,N,Y,4203
55110,Y,N,614
55111,Y,Y,22725
55112,N,Y,4196
55113,N,Y,24567
55114,Y,N,43037
55115,N,N,41736
55116,N,N,34820
55117,Y,N,25343
55118,Y,N,11254
55119,N,Y,43446
55120,N,N,27306
55121,N,N,9605
55122,N,Y,12588
55123,N,N,783
55124,N,Y,49865
55125,N,Y,26141
55126,N,N,29716
55127,N,Y,42938
55128,Y,N,41574
55129,N,Y,42220
55130,Y,N,47407
55131,N,N,44672
55132,N,N,7510
55133,N,Y,49697
55134,Y,N,29427
55135,N,N,14106
55136,Y,N,12652
55137,Y,Y,20449
55138,Y,Y,4034
55139,Y,N,9694
55140,Y,Y,43020
55141,Y,N,15798
55142,Y,Y,23113
55143,Y,Y,98
55144,Y,Y,6320
55145,N,Y,15856
55146,Y,Y,48090
55147,Y,Y,47606
55148,Y,N,42966
55149,Y,N,39234
55150,N,N,40104
55151,N,Y,24899
55152,Y,Y,16843
55153,Y,Y,17135
55154,N,N,10916
55155,N,Y,26075
55156,N,Y,16328
55157,N,Y,17303
55158,N,Y,17610
55159,N,Y,13529
55160,Y,Y,47620
55161,Y,N,40135
55162,N,Y,38104
55163,N,N,17818
55164,Y,N,26282
55165,N,Y,15271
55166,Y,N,466
55167,N,Y,42830
55168,N,Y,44226
55169,N,Y,48389
55170,Y,Y,5670
55171,N,N,24030
55172,N,N,13551
55173,Y,Y,36884
55174,Y,N,3488
55175,Y,Y,32286
55176,Y,Y,23376
55177,Y,N,12253
55178,N,Y,41838
55179,N,N,15653
55180,N,Y,5882
55181,N,N,23021
55182,N,Y,3618
55183,N,N,34283
55184,Y,N,138
55185,Y,N,4243
55186,Y,N,29503
55187,N,N,15325
55188,Y,Y,6007
55189,N,N,46770
55190,Y,N,18476
55191,N,Y,35667
55192,N,Y,6073
55193,Y,Y,37959
55194,N,N,48330
55195,Y,Y,38144
55196,Y,N,27003
55197,Y,Y,35572
55198,N,N,37434
55199,Y,Y,28131
55200,N,N,23479
55201,N,N,24036
55202,Y,N,37347
55203,N,Y,21530
55204,Y,Y,1444
55205,Y,N,13839
55206,Y,Y,2971
55207,Y,N,24929
55208,Y,Y,6368
55209,N,N,13725
55210,Y,N,46991
55211,Y,N,34678
55212,Y,N,42514
55213,N,N,16499
55214,N,Y,8700
55215,N,N,36650
55216,N,Y,33513
55217,Y,N,27321
55218,N,Y,43286
55219,Y,N,13589
55220,Y,N,39235
55221,Y,N,38472
55222,Y,N,23746
55223,N,N,37722
55224,N,Y,7209
55225,N,Y,28940
55226,N,Y,44073
55227,Y,Y,19103
55228,Y,Y,13682
55229,Y,N,11414
55230,N,N,18964
55231,Y,N,27595
55232,Y,N,14772
55233,Y,Y,45518
55234,N,Y,1495
55235,N,N,38575
55236,N,Y,45547
55237,N,N,28167
55238,Y,N,9069
55239,N,N,9908
55240,N,N,31061
55241,N,Y,23375
55242,N,N,17590
55243,Y,Y,28851
55244,Y,N,21090
55245,N,Y,20819
55246,N,Y,49515
55247,Y,Y,10254
55248,Y,N,27562
55249,N,N,34879
55250,Y,N,20025
55251,N,N,47432
55252,Y,Y,10279
55253,N,Y,37637
55254,N,Y,32212
55255,Y,Y,22140
55256,Y,Y,40460
55257,N,N,7627
55258,N,Y,24628
55259,N,Y,15881
55260,Y,N,30677
55261,N,N,28412
55262,Y,N,628
55263,Y,N,48140
55264,Y,Y,7010
55265,N,Y,35504
55266,Y,Y,22566
55267,Y,Y,31386
55268,Y,N,29142
55269,N,N,12820
55270,Y,N,30908
55271,N,Y,34049
55272,N,N,1997
55273,N,N,49420
55274,N,Y,38608
55275,Y,N,7632
55276,N,N,39494
55277,N,Y,3535
55278,Y,Y,9031
55279,N,Y,36766
55280,N,Y,27101
55281,Y,N,7976
55282,N,Y,13231
55283,Y,Y,44934
55284,N,Y,49775
55285,Y,N,23971
55286,N,Y,42893
55287,N,Y,3588
55288,N,Y,6083
55289,Y,Y,23243
55290,N,Y,35350
55291,Y,Y,39346
55292,N,N,31265
55293,Y,Y,21074
55294,Y,N,35154
55295,N,Y,38769
55296,N,Y,15543
55297,N,Y,21073
55298,N,Y,19526
55299,N,Y,34463
55300,Y,Y,2992
55301,N,N,36104
55302,Y,Y,35570
55303,N,Y,14573
55304,N,Y,5216
55305,Y,Y,33591
55306,N,Y,10313
55307,Y,N,33582
55308,Y,N,44036
55309,N,Y,36174
55310,Y,Y,23437
55311,N,N,27008
55312,Y,Y,11209
55313,Y,N,34598
55314,Y,Y,37458
55315,N,Y,11205
55316,Y,Y,13847
55317,N,N,23338
55318,Y,Y,44700
55319,Y,Y,24876
55320,N,N,16241
55321,Y,N,10125
55322,N,Y,14665
55323,N,Y,31299
55324,N,Y,35355
55325,Y,Y,44598
55326,Y,Y,24367
55327,N,Y,4662
55328,Y,N,23482
55329,Y,N,40812
55330,Y,Y,403
55331,N,N,9523
55332,Y,N,3314
55333,Y,N,18580
55334,N,N,44776
55335,N,Y,31171
55336,Y,Y,13031
55337,N,N,44159
55338,N,Y,28999
55339,N,Y,19766
55340,Y,Y,8652
55341,N,Y,43494
55342,Y,Y,8864
55343,Y,Y,32014
55344,Y,Y,48088
55345,Y,N,4807
55346,Y,N,5545
55347,N,N,48983
55348,N,Y,44239
55349,N,Y,20030
55350,Y,Y,16928
55351,Y,Y,30596
55352,Y,N,27501
55353,N,Y,48752
55354,N,Y,42136
55355,Y,N,4086
55356,Y,Y,36728
55357,Y,Y,11304
55358,N,Y,6236
55359,Y,Y,13743
55360,Y,N,22920
55361,Y,Y,32130
55362,N,Y,17800
55363,N,N,41109
55364,N,N,37173
55365,N,N,24794
55366,Y,Y,43684
55367,Y,N,40195
55368,N,Y,47119
55369,N,N,14696
55370,N,N,16703
55371,Y,N,12171
55372,Y,Y,48196
55373,Y,N,36355
55374,N,N,6770
55375,N,N,16418
55376,Y,N,33242
55377,Y,N,46511
55378,Y,Y,34707
55379,Y,Y,7738
55380,N,Y,19740
55381,N,N,27423
55382,N,N,48038
55383,Y,N,45855
55384,Y,N,10558
55385,Y,Y,48587
55386,Y,Y,31922
55387,N,Y,22263
55388,N,N,24751
55389,Y,Y,33374
55390,Y,N,6243
55391,N,N,18082
55392,N,N,14611
55393,N,Y,12558
55394,Y,N,29615
55395,N,N,30261
55396,Y,N,38556
55397,N,Y,6744
55398,Y,N,3640
55399,Y,N,14638
55400,N,N,40427
55401,N,Y,48065
55402,N,N,3490
55403,N,N,17784
55404,N,N,45508
55405,N,Y,4627
55406,N,N,44289
55407,N,N,33925
55408,Y,Y,1537
55409,N,Y,40845
55410,Y,N,13545
55411,Y,N,29629
55412,Y,Y,2954
55413,N,Y,48919
55414,N,Y,27254
55415,Y,Y,2255
55416,N,Y,16104
55417,N,Y,29403
55418,Y,N,24779
55419,Y,Y,40982
55420,Y,N,8039
55421,N,Y,32276
55422,Y,Y,34916
55423,N,Y,40640
55424,Y,Y,11586
55425,N,Y,44309
55426,Y,N,8881
55427,Y,Y,34535
55428,Y,Y,47025
55429,Y,Y,19146
55430,N,Y,45553
55431,Y,N,19271
55432,N,Y,23503
55433,Y,N,38493
55434,N,Y,49138
55435,N,N,2032
55436,N,N,48479
55437,N,Y,49819
55438,N,N,19357
55439,N,Y,26843
55440,N,N,42747
55441,Y,N,9584
55442,Y,Y,23813
55443,Y,Y,33264
55444,N,Y,23769
55445,Y,Y,44882
55446,Y,N,29112
55447,Y,Y,42498
55448,Y,Y,41181
55449,Y,N,31811
55450,Y,Y,39938
55451,Y,N,42556
55452,N,Y,316
55453,Y,N,16304
55454,Y,Y,3014
55455,Y,N,28545
55456,Y,N,21923
55457,Y,Y,32408
55458,Y,Y,45611
55459,N,N,10526
55460,N,Y,37563
55461,N,N,49402
55462,Y,Y,48036
55463,Y,N,45443
55464,Y,N,15735
55465,Y,Y,34416
55466,Y,Y,25951
55467,Y,Y,16031
55468,Y,Y,47460
55469,N,Y,7764
55470,Y,Y,35952
55471,N,N,130
55472,Y,N,32466
55473,Y,N,10203
55474,N,N,23958
55475,N,Y,27537
55476,Y,N,25595
55477,N,N,26844
55478,N,Y,33215
55479,N,N,15497
55480,Y,Y,12158
55481,Y,Y,11557
55482,Y,Y,17688
55483,Y,N,36437
55484,N,N,28125
55485,Y,Y,41305
55486,Y,N,22272
55487,Y,Y,45728
55488,N,Y,31178
55489,N,Y,12138
55490,N,Y,30458
55491,Y,N,12698
55492,Y,N,9119
55493,Y,Y,13136
55494,N,Y,24741
55495,Y,Y,16155
55496,Y,N,8954
55497,Y,N,18945
55498,N,Y,5635
55499,N,N,7006
55500,N,N,47390
55501,N,N,30984
55502,N,Y,47593
55503,Y,N,23602
55504,Y,N,8148
55505,Y,Y,15493
55506,Y,N,5764
55507,Y,N,39993
55508,N,N,13619
55509,N,N,22605
55510,Y,Y,25653
55511,Y,N,17126
55512,Y,Y,27786
55513,Y,N,36317
55514,Y,N,33092
55515,Y,N,18000
55516,Y,Y,33833
55517,N,Y,40122
55518,Y,Y,45496
55519,Y,N,28262
55520,N,Y,36976
55521,N,N,19089
55522,Y,N,16752
55523,Y,N,17961
55524,N,N,36040
55525,N,N,44828
55526,Y,N,42593
55527,Y,Y,15104
55528,N,Y,8041
55529,N,N,18610
55530,N,Y,49895
55531,N,N,43186
55532,N,N,27519
55533,Y,Y,31174
55534,N,N,8215
55535,N,N,25718
55536,Y,Y,43124
55537,N,N,11689
55538,Y,N,33102
55539,N,N,20934
55540,Y,N,24410
55541,Y,Y,41836
55542,N,N,25164
55543,Y,Y,38137
55544,Y,N,13570
55545,Y,N,34102
55546,Y,N,22376
55547,Y,N,24131
55548,Y,N,17244
55549,N,N,39256
55550,N,Y,41393
55551,Y,N,9278
55552,Y,N,32508
55553,Y,N,38371
55554,N,Y,9103
55555,N,N,22939
55556,N,N,10394
55557,N,Y,20867
55558,Y,N,14644
55559,N,Y,10391
55560,N,Y,45666
55561,Y,Y,6876
55562,Y,Y,42274
55563,Y,Y,25391
55564,Y,Y,16680
55565,N,Y,5771
55566,N,Y,27392
55567,Y,Y,24574
55568,Y,N,39187
55569,Y,Y,19205
55570,N,N,27790
55571,N,Y,44319
55572,N,N,1320
55573,Y,N,36468
55574,Y,Y,31764
55575,Y,Y,11663
55576,Y,N,40597
55577,N,Y,42885
55578,N,N,6639
55579,N,N,973
55580,Y,N,32299
55581,Y,N,20677
55582,Y,N,11274
55583,Y,Y,12292
55584,Y,N,20644
55585,Y,N,37258
55586,Y,N,11130
55587,Y,Y,37930
55588,Y,N,11222
55589,N,Y,13914
55590,Y,Y,4968
55591,Y,Y,1300
55592,N,Y,44783
55593,N,N,23966
55594,Y,N,47266
55595,N,Y,9789
55596,Y,N,31775
55597,Y,N,30727
55598,N,N,12941
55599,N,N,39319
55600,Y,N,14100
55601,N,N,6269
55602,N,N,31736
55603,Y,Y,11756
55604,Y,Y,43790
55605,N,N,31219
55606,N,N,22631
55607,N,N,49449
55608,N,N,25240
55609,N,N,24045
55610,N,Y,28257
55611,Y,Y,32130
55612,N,N,6856
55613,Y,Y,45273
55614,Y,Y,507
55615,Y,Y,32828
55616,Y,N,15996
55617,Y,N,9994
55618,Y,Y,42163
55619,N,Y,48376
55620,N,Y,48210
55621,Y,N,47889
55622,N,N,11840
55623,Y,Y,18006
55624,N,N,22939
55625,Y,Y,5718
55626,Y,N,43798
55627,N,Y,140
55628,Y,N,31496
55629,N,Y,14785
55630,N,Y,32514
55631,N,N,2632
55632,Y,N,1214
55633,Y,Y,8632
55634,Y,N,3466
55635,N,N,16760
55636,Y,Y,24446
55637,Y,N,10108
55638,N,Y,33221
55639,Y,Y,473
55640,N,N,12453
55641,N,Y,27484
55642,Y,N,13684
55643,Y,Y,47861
55644,Y,N,11265
55645,Y,Y,16186
55646,Y,N,379
55647,Y,N,3795
55648,Y,Y,20499
55649,Y,Y,29370
55650,N,N,35249
55651,N,N,26444
55652,N,N,12253
55653,N,Y,2803
55654,N,Y,17155
55655,Y,N,24941
55656,Y,Y,32609
55657,Y,N,39599
55658,N,Y,45420
55659,Y,N,27866
55660,N,Y,11241
55661,N,Y,24058
55662,Y,Y,39074
55663,Y,N,26344
55664,N,Y,25921
55665,Y,N,1230
55666,N,Y,16013
55667,Y,Y,47730
55668,Y,Y,40516
55669,Y,N,5570
55670,N,Y,38170
55671,Y,N,18383
55672,Y,Y,41975
55673,N,Y,47738
55674,Y,N,35579
55675,N,N,24242
55676,Y,Y,31703
55677,Y,Y,28713
55678,N,N,25702
55679,Y,Y,21212
55680,Y,N,13739
55681,N,N,16530
55682,N,N,11204
55683,N,Y,7479
55684,N,N,33796
55685,Y,N,38239
55686,N,N,31703
55687,N,Y,20903
55688,N,Y,22703
55689,N,Y,46421
55690,Y,N,38416
55691,N,N,23312
55692,Y,N,15599
55693,Y,Y,48536
55694,N,N,32580
55695,Y,Y,28806
55696,N,Y,27614
55697,N,Y,22678
55698,Y,Y,18279
55699,N,Y,9896
55700,Y,Y,28375
55701,N,N,19135
55702,Y,Y,39574
55703,Y,N,5922
55704,N,Y,15988
55705,N,Y,8335
55706,Y,Y,37115
55707,Y,N,29863
55708,N,N,15885
55709,N,N,49452
55710,Y,Y,42276
55711,N,Y,43417
55712,N,Y,35160
55713,N,N,44388
55714,Y,N,45899
55715,Y,N,2030
55716,N,N,43792
55717,N,Y,928
55718,N,Y,30025
55719,N,Y,10122
55720,N,Y,34689
55721,N,Y,26831
55722,N,Y,1498
55723,N,Y,24442
55724,Y,Y,41028
55725,N,Y,31359
55726,N,N,42066
55727,Y,Y,13721
55728,Y,Y,9387
55729,N,Y,25247
55730,N,Y,7637
55731,Y,Y,38221
55732,N,Y,14314
55733,N,Y,48978
55734,N,N,10192
55735,Y,Y,23048
55736,N,N,48829
55737,Y,N,12053
55738,N,N,33286
55739,N,Y,11216
55740,N,Y,22628
55741,Y,Y,13770
55742,N,N,30918
55743,Y,N,26025
55744,N,Y,28523
55745,Y,Y,13809
55746,Y,Y,44049
55747,N,N,35860
55748,Y,N,35751
55749,Y,Y,26330
55750,N,Y,35664
55751,Y,N,6413
55752,N,N,9931
55753,Y,N,15589
55754,N,N,1704
55755,N,N,19218
55756,N,Y,46819
55757,Y,Y,965
55758,N,N,16485
55759,N,N,13061
55760,Y,Y,22719
55761,Y,Y,32493
55762,N,Y,22913
55763,Y,Y,46786
55764,Y,Y,3901
55765,Y,Y,42335
55766,N,Y,49166
55767,Y,N,43989
55768,N,Y,8368
55769,N,Y,11202
55770,N,N,33177
55771,Y,N,13204
55772,Y,N,49999
55773,N,N,31065
55774,N,Y,8504
55775,N,Y,13893
55776,Y,Y,41000
55777,N,N,3642
55778,N,Y,6383
55779,Y,N,30278
55780,Y,Y,46107
55781,N,Y,18465
55782,Y,Y,31791
55783,Y,Y,1745
55784,Y,Y,29967
55785,Y,N,41056
55786,N,N,18955
55787,N,Y,30614
55788,Y,Y,27329
55789,N,N,18411
55790,Y,Y,20136
55791,Y,Y,7774
55792,N,Y,16198
55793,Y,N,40911
55794,Y,N,38073
55795,N,N,5008
55796,Y,N,43838
55797,Y,N,36551
55798,Y,N,22236
55799,Y,Y,32648
55800,N,Y,27706
55801,Y,Y,10453
55802,N,N,14432
55803,N,Y,43074
55804,Y,N,6466
55805,Y,Y,29434
55806,N,N,30014
55807,Y,Y,43237
55808,N,Y,10329
55809,Y,Y,43919
55810,N,Y,13410
55811,Y,Y,10964
55812,Y,Y,23811
55813,Y,N,18360
55814,Y,N,27761
55815,N,N,10107
55816,N,N,34311
55817,Y,Y,40865
55818,Y,N,49973
55819,N,N,25491
55820,N,N,31241
55821,N,Y,24943
55822,N,N,37373
55823,N,Y,37051
55824,Y,N,45905
55825,N,N,33787
55826,N,N,31514
55827,N,Y,35452
55828,Y,N,49531
55829,Y,N,2902
55830,Y,N,30217
55831,Y,N,46801
55832,Y,N,13377
55833,N,N,40977
55834,N,Y,2416
55835,Y,Y,24268
55836,Y,Y,2678
55837,N,Y,35368
55838,Y,N,13074
55839,N,N,32243
55840,N,Y,13175
55841,Y,Y,9321
55842,N,N,31199
55843,Y,Y,41100
55844,N,N,3030
55845,Y,Y,40345
55846,N,Y,42220
55847,Y,N,35468
55848,N,Y,12140
55849,Y,N,4471
55850,N,Y,36924
55851,Y,N,23302
55852,N,Y,44029
55853,N,Y,8775
55854,Y,N,46968
55855,N,Y,37665
55856,Y,N,33581
55857,N,Y,42842
55858,N,Y,5212
55859,Y,Y,48879
55860,N,Y,23141
55861,N,Y,35133
55862,Y,Y,10569
55863,Y,N,21737
55864,Y,Y,20366
55865,Y,N,25678
55866,N,N,26149
55867,N,Y,19700
55868,Y,Y,48824
55869,Y,N,21995
55870,Y,N,31813
55871,Y,N,48058
55872,N,Y,9423
55873,Y,N,41820
55874,N,N,29339
55875,N,N,29254
55876,Y,Y,16229
55877,Y,Y,20439
55878,N,Y,33907
55879,Y,N,8500
55880,Y,Y,596
55881,N,N,2150
55882,N,Y,3465
55883,N,Y,16771
55884,Y,Y,25175
55885,Y,N,36875
55886,Y,N,29073
55887,N,Y,20107
55888,N,N,9994
55889,N,Y,38489
55890,N,N,30344
55891,N,N,43920
55892,Y,N,22216
55893,N,N,36877
55894,N,Y,16976
55895,N,N,18443
55896,Y,N,9299
55897,N,N,16827
55898,N,N,18068
55899,Y,Y,27539
55900,Y,Y,18409
55901,Y,Y,48567
55902,N,Y,3035
55903,N,Y,43454
55904,Y,Y,32014
55905,Y,Y,1901
55906,N,Y,42520
55907,Y,N,48779
55908,Y,Y,29372
55909,N,N,35619
55910,N,N,22509
55911,N,Y,31161
55912,Y,Y,8003
55913,Y,N,9516
55914,Y,Y,33366
55915,Y,N,29845
55916,N,Y,43873
55917,N,Y,9924
55918,N,Y,9945
55919,N,N,15625
55920,N,Y,4147
55921,N,Y,43201
55922,N,N,46496
55923,N,Y,3731
55924,Y,N,43775
55925,Y,Y,1334
55926,N,N,8284
55927,Y,N,37419
55928,N,N,47288
55929,N,N,1345
55930,Y,Y,27447
55931,Y,Y,31364
55932,Y,N,11015
55933,N,N,39386
55934,Y,Y,17209
55935,Y,Y,8236
55936,Y,N,8524
55937,Y,N,29296
55938,Y,Y,40470
55939,Y,Y,20589
55940,N,Y,4890
55941,Y,Y,32855
55942,N,Y,28944
55943,N,N,49927
55944,N,Y,20054
55945,Y,N,5144
55946,Y,N,15458
55947,Y,N,34916
55948,Y,Y,18391
55949,N,N,14518
55950,Y,Y,824
55951,Y,Y,24273
55952,Y,N,11171
55953,N,Y,42785
55954,N,N,16519
55955,Y,N,1758
55956,N,N,23188
55957,Y,N,13327
55958,Y,Y,38839
55959,Y,Y,45893
55960,N,N,43308
55961,N,N,43392
55962,Y,N,33480
55963,Y,Y,21322
55964,N,Y,44232
55965,N,N,23411
55966,Y,N,7957
55967,N,Y,28986
55968,N,Y,13646
55969,Y,Y,33386
55970,Y,N,26599
55971,Y,Y,16430
55972,Y,Y,48737
55973,N,Y,11857
55974,Y,N,23219
55975,N,Y,26823
55976,Y,Y,20035
55977,N,N,22418
55978,Y,Y,40352
55979,Y,N,34795
55980,N,N,11493
55981,Y,N,15749
55982,Y,Y,6400
55983,Y,Y,49979
55984,N,N,23202
55985,N,N,822
55986,N,Y,11279
55987,Y,N,32408
55988,Y,Y,42908
55989,Y,N,22851
55990,N,N,6107
55991,N,Y,4986
55992,Y,Y,33889
55993,N,N,20845
55994,Y,N,39854
55995,Y,Y,9645
55996,Y,Y,44113
55997,N,N,9370
55998,Y,N,43992
55999,Y,N,30144
56000,Y,N,49368
56001,Y,Y,29971
56002,N,Y,30723
56003,Y,Y,26091
56004,N,Y,44886
56005,N,Y,35768
56006,N,N,15209
56007,N,N,9130
56008,Y,Y,28842
56009,Y,Y,37675
56010,Y,N,39448
56011,Y,N,22092
56012,N,N,11728
56013,N,N,28393
56014,Y,Y,2680
56015,N,Y,24376
56016,Y,Y,78
56017,N,Y,39292
56018,Y,N,39669
56019,N,Y,23900
56020,N,N,40524
56021,N,N,16736
56022,Y,Y,37652
56023,Y,Y,32226
56024,N,Y,38428
56025,N,N,11243
56026,N,Y,46958
56027,Y,Y,38062
56028,N,Y,853
56029,N,N,15048
56030,N,Y,4368
56031,N,N,35008
56032,N,Y,22880
56033,N,Y,15971
56034,N,Y,13311
56035,Y,Y,14097
56036,Y,Y,39497
56037,Y,Y,38487
56038,Y,N,26907
56039,N,Y,43882
56040,N,N,36757
56041,Y,Y,19148
56042,N,Y,43596
56043,N,Y,20399
56044,Y,Y,16176
56045,N,N,26151
56046,Y,Y,5011
56047,Y,Y,15398
56048,Y,Y,44838
56049,Y,Y,24918
56050,Y,Y,38311
56051,N,N,1834
56052,N,Y,28819
56053,Y,Y,9502
56054,N,N,8713
56055,N,Y,46022
56056,Y,N,34883
56057,N,Y,20724
56058,Y,Y,13147
56059,N,Y,32245
56060,Y,N,47425
56061,Y,Y,24552
56062,N,Y,10203
56063,Y,Y,3591
56064,Y,N,3449
56065,Y,N,2046
