ID,TIPOHABITACION,CAPACIDAD,IDVIVIENDAUNIVERSITARIA
197380,individual,4,2252
197381,individual,4,4941
197382,compartido,2,16091
197383,compartido,1,8539
197384,individual,3,14404
197385,compartido,3,12452
197386,compartido,1,11223
197387,compartido,4,16965
197388,individual,2,13137
197389,compartido,1,6249
197390,compartido,4,1784
197391,compartido,1,10436
197392,compartido,2,4953
197393,compartido,4,17877
197394,compartido,2,18890
197395,compartido,2,1539
197396,compartido,2,14511
197397,compartido,1,5687
197398,individual,3,14448
197399,individual,1,4070
197400,compartido,1,8897
197401,individual,3,15347
197402,compartido,1,11710
197403,individual,3,6024
197404,compartido,3,2874
197405,individual,1,11640
197406,compartido,1,18837
197407,compartido,1,8808
197408,compartido,2,15239
197409,compartido,4,3785
197410,compartido,3,8179
197411,individual,2,5079
197412,compartido,1,1402
197413,compartido,4,9012
197414,compartido,1,7126
197415,compartido,1,9088
197416,compartido,2,9639
197417,individual,4,6254
197418,individual,2,3281
197419,compartido,3,17958
197420,compartido,1,18062
197421,individual,1,17900
197422,individual,2,15278
197423,compartido,3,16198
197424,compartido,1,13201
197425,compartido,4,2864
197426,compartido,4,12915
197427,compartido,4,8869
197428,individual,3,3071
197429,individual,1,2425
197430,individual,2,17092
197431,individual,3,5021
197432,individual,3,8324
197433,individual,4,5276
197434,individual,4,12421
197435,individual,3,9750
197436,compartido,4,1837
197437,individual,2,2956
197438,compartido,3,12749
197439,compartido,4,4086
197440,compartido,4,3638
197441,compartido,3,11085
197442,compartido,3,10724
197443,individual,2,2046
197444,compartido,3,10567
197445,individual,3,1510
197446,individual,1,1126
197447,individual,4,2396
197448,compartido,3,17745
197449,compartido,4,9741
197450,individual,3,11489
197451,individual,4,11408
197452,individual,2,4431
197453,individual,2,7604
197454,compartido,1,10889
197455,individual,2,6708
197456,compartido,4,13650
197457,compartido,2,2830
197458,individual,3,4623
197459,compartido,1,1949
197460,individual,4,16054
197461,individual,2,4340
197462,individual,1,16771
197463,compartido,3,1489
197464,compartido,2,5388
197465,compartido,4,5094
197466,individual,2,15863
197467,compartido,1,9748
197468,individual,1,4976
197469,individual,2,16608
197470,compartido,2,4039
197471,individual,4,2561
197472,compartido,3,15436
197473,individual,4,8744
197474,compartido,4,5081
197475,compartido,4,12829
197476,compartido,1,17121
197477,individual,4,3816
197478,individual,1,12132
197479,compartido,1,12056
197480,individual,4,12225
197481,compartido,2,10362
197482,individual,4,6450
197483,compartido,3,3061
197484,individual,3,4520
197485,compartido,3,18366
197486,individual,1,4818
197487,compartido,4,17040
197488,individual,1,12762
197489,compartido,3,4694
197490,individual,4,6988
197491,individual,1,3057
197492,individual,3,3287
197493,compartido,2,4836
197494,compartido,3,11681
197495,individual,4,6134
197496,compartido,4,8745
197497,compartido,4,1486
197498,individual,3,6137
197499,compartido,1,13288
197500,individual,1,2310
197501,individual,1,16822
197502,compartido,4,4765
197503,compartido,2,2981
197504,individual,2,5973
197505,individual,4,19604
197506,individual,1,5151
197507,compartido,4,9848
197508,compartido,2,12151
197509,compartido,1,1175
197510,individual,4,18514
197511,individual,4,3324
197512,compartido,4,11730
197513,individual,4,197
197514,compartido,2,3511
197515,individual,4,2576
197516,individual,2,3350
197517,individual,4,15729
197518,individual,4,10574
197519,compartido,1,9075
197520,compartido,4,19075
197521,compartido,3,9322
197522,compartido,4,14638
197523,compartido,1,1074
197524,compartido,2,17494
197525,compartido,1,6050
197526,compartido,4,10040
197527,compartido,1,7333
197528,individual,4,1973
197529,individual,4,9514
197530,individual,1,7610
197531,individual,4,3258
197532,compartido,3,15500
197533,compartido,1,12332
197534,individual,2,9554
197535,compartido,4,18613
197536,individual,4,3591
197537,individual,4,19753
197538,compartido,1,501
197539,individual,2,15699
197540,individual,2,3044
197541,individual,4,212
197542,compartido,3,837
197543,compartido,2,407
197544,compartido,2,9901
197545,individual,1,5162
197546,compartido,2,1593
197547,compartido,2,15295
197548,individual,2,11142
197549,compartido,2,337
197550,compartido,1,18945
197551,compartido,3,10134
197552,compartido,2,5465
197553,compartido,3,5439
197554,individual,2,1011
197555,compartido,3,12818
197556,individual,3,16864
197557,compartido,2,13200
197558,individual,3,5911
197559,compartido,2,2476
197560,compartido,4,7904
197561,individual,4,10110
197562,compartido,2,11984
197563,individual,4,6138
197564,compartido,3,17264
197565,individual,4,16130
197566,individual,3,10692
197567,individual,3,808
197568,compartido,2,19635
197569,individual,2,19481
197570,compartido,2,12261
197571,individual,4,3523
197572,compartido,4,7428
197573,individual,4,3926
197574,compartido,3,10485
197575,individual,4,18946
197576,compartido,1,6145
197577,compartido,3,10518
197578,individual,3,19983
197579,compartido,1,11030
197580,compartido,4,19593
197581,compartido,4,18058
197582,compartido,2,17986
197583,compartido,2,11019
197584,individual,2,13252
197585,individual,4,15803
197586,compartido,4,12548
197587,individual,2,19965
197588,individual,1,5835
197589,compartido,2,8486
197590,compartido,1,578
197591,individual,3,19849
197592,individual,4,19806
197593,compartido,2,13376
197594,compartido,2,7494
197595,individual,3,9370
197596,individual,3,9921
197597,compartido,3,374
197598,individual,2,15000
197599,individual,2,3967
197600,compartido,3,14772
197601,individual,3,14099
197602,compartido,1,7569
197603,individual,1,13080
197604,individual,3,6788
197605,compartido,4,8791
197606,individual,3,19156
197607,individual,2,9401
197608,individual,3,2361
197609,individual,4,15961
197610,individual,1,15596
197611,compartido,3,10069
197612,compartido,2,1657
197613,compartido,4,19366
197614,compartido,2,8922
197615,individual,3,10208
197616,compartido,1,18100
197617,compartido,3,15614
197618,compartido,1,6421
197619,individual,3,6312
197620,individual,3,5430
197621,compartido,1,6643
197622,individual,1,19186
197623,compartido,1,18036
197624,individual,4,6718
197625,individual,2,19025
197626,compartido,1,11195
197627,individual,4,12204
197628,individual,3,6890
197629,individual,3,2495
197630,compartido,3,14732
197631,compartido,2,14238
197632,compartido,1,12511
197633,individual,4,15369
197634,individual,4,18638
197635,individual,4,14728
197636,compartido,3,11986
197637,compartido,3,7016
197638,compartido,2,15032
197639,compartido,4,12281
197640,compartido,4,16578
197641,compartido,3,5999
197642,compartido,4,12441
197643,individual,4,3654
197644,compartido,1,373
197645,compartido,3,1254
197646,individual,2,5936
197647,compartido,2,6879
197648,individual,1,12485
197649,individual,3,3461
197650,compartido,1,12804
197651,compartido,2,1248
197652,compartido,1,16345
197653,individual,2,8986
197654,individual,3,2636
197655,compartido,4,18851
197656,individual,1,19319
197657,compartido,1,18985
197658,individual,2,609
197659,compartido,4,12231
197660,individual,2,18790
197661,individual,1,6186
197662,individual,4,13073
197663,compartido,1,506
197664,compartido,4,7079
197665,compartido,1,3649
197666,compartido,2,705
197667,individual,2,3543
197668,compartido,1,16494
197669,compartido,1,16459
197670,compartido,1,4914
197671,compartido,4,39
197672,individual,2,8700
197673,compartido,4,11201
197674,individual,4,3719
197675,compartido,1,19466
197676,individual,2,17293
197677,compartido,1,8187
197678,compartido,3,1155
197679,compartido,3,11413
197680,individual,2,113
197681,compartido,1,19678
197682,individual,2,19250
197683,individual,2,5065
197684,compartido,4,18368
197685,individual,4,3449
197686,individual,1,15050
197687,individual,4,5304
197688,compartido,1,16993
197689,individual,1,13464
197690,compartido,1,2204
197691,individual,3,6070
197692,individual,1,14387
197693,compartido,4,16074
197694,individual,1,16318
197695,individual,4,3596
197696,compartido,2,12342
197697,compartido,3,2994
197698,compartido,1,8209
197699,individual,3,4135
197700,compartido,4,11908
197701,individual,4,14791
197702,individual,4,19158
197703,compartido,4,11578
197704,compartido,4,6689
197705,individual,2,13085
197706,individual,4,8917
197707,compartido,1,430
197708,compartido,2,17339
197709,individual,1,333
197710,individual,3,15670
197711,compartido,2,11276
197712,individual,3,4196
197713,compartido,3,16211
197714,individual,1,4527
197715,compartido,1,3447
197716,individual,1,14629
197717,compartido,1,12924
197718,compartido,1,6111
197719,compartido,4,15492
197720,individual,3,15721
197721,compartido,2,13953
197722,individual,3,13711
197723,individual,3,49
197724,compartido,2,8904
197725,individual,4,13285
197726,compartido,2,15332
197727,compartido,4,4570
197728,compartido,4,19387
197729,compartido,2,7183
197730,individual,4,9346
197731,compartido,2,19204
197732,individual,2,8448
197733,compartido,4,884
197734,compartido,1,5814
197735,individual,4,17782
197736,compartido,3,15457
197737,individual,3,2617
197738,compartido,2,16874
197739,individual,4,19729
197740,individual,3,18498
197741,individual,4,15047
197742,individual,4,19640
197743,compartido,2,7050
197744,compartido,2,5094
197745,individual,2,8452
197746,individual,3,1605
197747,individual,1,10923
197748,compartido,2,17015
197749,individual,4,15061
197750,individual,1,1750
197751,individual,1,19762
197752,compartido,1,17232
197753,individual,1,6527
197754,compartido,1,12129
197755,individual,2,19303
197756,compartido,2,17964
197757,compartido,1,16839
197758,compartido,3,16073
197759,compartido,2,5765
197760,compartido,4,15042
197761,individual,2,8067
197762,individual,1,14351
197763,compartido,2,2634
197764,compartido,1,8541
197765,compartido,1,3423
197766,compartido,4,3845
197767,compartido,2,13929
197768,individual,3,3692
197769,compartido,4,12316
197770,individual,1,5778
197771,individual,4,606
197772,individual,3,11426
197773,compartido,1,3268
197774,individual,4,9440
197775,individual,3,10409
197776,compartido,4,15293
197777,individual,3,13348
197778,individual,4,16401
197779,individual,3,3174
197780,compartido,2,17939
197781,compartido,1,13271
197782,individual,4,7361
197783,compartido,3,17321
197784,compartido,1,4292
197785,compartido,3,3369
197786,compartido,3,14588
197787,individual,4,15795
197788,individual,3,9509
197789,compartido,1,16943
197790,individual,4,12449
197791,compartido,1,11698
197792,compartido,3,18754
197793,compartido,4,12913
197794,individual,4,2028
197795,compartido,3,15916
197796,individual,2,7873
197797,compartido,3,18083
197798,individual,4,12414
197799,compartido,1,308
197800,compartido,4,10425
197801,individual,1,12194
197802,individual,3,2851
197803,individual,3,5309
197804,individual,3,11510
197805,compartido,2,6583
197806,compartido,2,11130
197807,individual,4,11887
197808,compartido,4,7024
197809,individual,4,10005
197810,individual,1,16367
197811,compartido,1,4115
197812,compartido,3,2578
197813,individual,4,8300
197814,compartido,2,6639
197815,individual,3,1412
197816,individual,2,2939
197817,compartido,4,2205
197818,compartido,2,15392
197819,compartido,4,5999
197820,compartido,3,9090
197821,compartido,1,13056
197822,compartido,2,16763
197823,compartido,4,18133
197824,individual,4,14110
197825,compartido,3,9325
197826,individual,2,4425
197827,individual,1,9204
197828,individual,1,1726
197829,compartido,1,5576
197830,individual,2,17348
197831,compartido,1,14543
197832,compartido,3,16639
197833,compartido,4,19432
197834,individual,1,17
197835,compartido,4,14249
197836,individual,1,15041
197837,individual,1,5717
197838,individual,2,2387
197839,individual,3,17138
197840,compartido,3,15388
197841,compartido,4,17550
197842,compartido,1,17274
197843,compartido,4,18627
197844,individual,2,5387
197845,compartido,4,8885
197846,individual,2,18788
197847,individual,3,18159
197848,compartido,3,4984
197849,individual,4,12481
197850,individual,3,8249
197851,compartido,4,5419
197852,compartido,3,19434
197853,compartido,4,5637
197854,compartido,4,17294
197855,individual,4,7492
197856,individual,4,15004
197857,compartido,4,4573
197858,compartido,2,18372
197859,compartido,3,1660
197860,individual,3,8726
197861,individual,4,4762
197862,compartido,3,11450
197863,compartido,1,19800
197864,compartido,2,7837
197865,compartido,1,8710
197866,individual,1,6652
197867,compartido,2,15901
197868,individual,1,1247
197869,compartido,1,17638
197870,individual,2,18510
197871,compartido,2,13938
197872,compartido,3,17604
197873,compartido,4,3334
197874,individual,4,3640
197875,individual,4,913
197876,individual,3,3791
197877,compartido,2,17636
197878,compartido,4,12382
197879,compartido,2,3310
197880,individual,4,5643
197881,individual,3,19615
197882,compartido,2,1401
197883,individual,3,6332
197884,compartido,3,19310
197885,individual,4,16820
197886,individual,2,4401
197887,individual,3,17336
197888,compartido,1,4797
197889,individual,3,3770
197890,compartido,4,10120
197891,compartido,3,10876
197892,individual,1,9329
197893,compartido,2,5916
197894,compartido,3,9185
197895,compartido,2,14833
197896,individual,3,2411
197897,individual,1,5136
197898,individual,3,19838
197899,individual,1,14652
197900,individual,4,13808
197901,individual,3,11841
197902,compartido,1,16723
197903,individual,1,16982
197904,compartido,4,18896
197905,individual,4,11616
197906,individual,2,18259
197907,individual,2,17556
197908,individual,2,19018
197909,compartido,4,7890
197910,compartido,2,15402
197911,individual,3,10749
197912,compartido,1,10436
197913,individual,1,17753
197914,individual,1,9922
197915,compartido,3,5941
197916,individual,4,16206
197917,compartido,2,17109
197918,compartido,2,14361
197919,compartido,1,4566
197920,individual,1,17031
197921,individual,2,13365
197922,compartido,4,14031
197923,compartido,3,12447
197924,individual,3,1651
197925,compartido,3,4787
197926,compartido,3,1356
197927,individual,3,11064
197928,compartido,2,19423
197929,individual,3,16410
