ID,TIPOHABITACION,TAMANIO,IDHOTEL
158938,suite,Grande,11088
158939,suite,Grande,3496
158940,estandar,Grande,19321
158941,semisuite,Grande,6726
158942,semisuite,Grande,19659
158943,suite,Grande,13146
158944,estandar,Grande,14296
158945,suite,Grande,14299
158946,suite,Grande,3932
158947,suite,Grande,4333
158948,estandar,Grande,676
158949,suite,Grande,18067
158950,suite,Grande,14477
158951,suite,Grande,11912
158952,estandar,Grande,18500
158953,semisuite,Grande,19469
158954,suite,Grande,5002
158955,semisuite,Grande,15209
158956,semisuite,Grande,10509
158957,estandar,Grande,10012
158958,estandar,Grande,18984
158959,semisuite,Grande,8998
158960,estandar,Grande,14914
158961,estandar,Grande,18478
158962,estandar,Grande,2974
158963,suite,Grande,1476
158964,estandar,Grande,3744
158965,estandar,Grande,9165
158966,suite,Grande,3822
158967,semisuite,Grande,12794
158968,semisuite,Grande,17260
158969,estandar,Grande,9826
158970,semisuite,Grande,6165
158971,semisuite,Grande,17496
158972,semisuite,Grande,12778
158973,semisuite,Grande,14812
158974,estandar,Grande,12179
158975,semisuite,Grande,18864
158976,suite,Grande,10949
158977,estandar,Grande,1934
158978,suite,Grande,14580
158979,suite,Grande,19973
158980,estandar,Grande,15782
158981,suite,Grande,19823
158982,suite,Grande,4369
158983,suite,Grande,2973
158984,semisuite,Grande,6480
158985,estandar,Grande,14182
158986,suite,Grande,8345
158987,suite,Grande,6927
158988,estandar,Grande,3097
158989,semisuite,Grande,14450
158990,estandar,Grande,1020
158991,semisuite,Grande,18666
158992,suite,Grande,11432
158993,estandar,Grande,7607
158994,estandar,Grande,18876
158995,semisuite,Grande,13700
158996,semisuite,Grande,16336
158997,suite,Grande,343
158998,estandar,Grande,14715
158999,semisuite,Grande,2342
159000,estandar,Grande,6099
159001,estandar,Grande,14719
159002,semisuite,Grande,4610
159003,estandar,Grande,9749
159004,semisuite,Grande,4863
159005,semisuite,Grande,12583
159006,suite,Grande,16430
159007,suite,Grande,4420
159008,suite,Grande,8826
159009,suite,Grande,12538
159010,semisuite,Grande,6967
159011,semisuite,Grande,808
159012,suite,Grande,5378
159013,suite,Grande,488
159014,estandar,Grande,15080
159015,estandar,Grande,17218
159016,estandar,Grande,1515
159017,semisuite,Grande,9203
159018,estandar,Grande,6297
159019,suite,Grande,19571
159020,estandar,Grande,4115
159021,semisuite,Grande,13428
159022,estandar,Grande,10355
159023,estandar,Grande,5558
159024,semisuite,Grande,2391
159025,estandar,Grande,12006
159026,estandar,Grande,11126
159027,estandar,Grande,14523
159028,semisuite,Grande,7035
159029,estandar,Grande,407
159030,suite,Grande,19999
159031,semisuite,Grande,17178
159032,semisuite,Grande,9925
159033,estandar,Grande,10808
159034,suite,Grande,9253
159035,semisuite,Grande,13961
159036,suite,Grande,12865
159037,semisuite,Grande,11322
159038,estandar,Grande,8795
159039,semisuite,Grande,10710
159040,semisuite,Grande,19609
159041,estandar,Grande,18941
159042,semisuite,Grande,6187
159043,semisuite,Grande,11850
159044,suite,Grande,5904
159045,suite,Grande,12463
159046,estandar,Grande,14206
159047,suite,Grande,6915
159048,estandar,Grande,15481
159049,suite,Grande,11719
159050,estandar,Grande,7629
159051,semisuite,Grande,9629
159052,semisuite,Grande,19466
159053,semisuite,Grande,16398
159054,suite,Grande,19582
159055,semisuite,Grande,3751
159056,estandar,Grande,7378
159057,suite,Grande,19284
159058,suite,Grande,5373
159059,semisuite,Grande,7157
159060,semisuite,Grande,18027
159061,estandar,Grande,7277
159062,suite,Grande,368
159063,suite,Grande,10511
159064,suite,Grande,17640
159065,semisuite,Grande,18364
159066,estandar,Grande,6928
159067,suite,Grande,268
159068,estandar,Grande,19445
159069,estandar,Grande,4429
159070,semisuite,Grande,11770
159071,semisuite,Grande,13060
159072,suite,Grande,16664
159073,semisuite,Grande,13227
159074,estandar,Grande,1232
159075,estandar,Grande,15753
159076,semisuite,Grande,7307
159077,suite,Grande,16428
159078,suite,Grande,8503
159079,semisuite,Grande,17740
159080,semisuite,Grande,609
159081,estandar,Grande,8716
159082,semisuite,Grande,16623
159083,semisuite,Grande,12601
159084,semisuite,Grande,17075
159085,semisuite,Grande,14351
159086,semisuite,Grande,12565
159087,suite,Grande,4589
159088,semisuite,Grande,2747
159089,semisuite,Grande,19510
159090,suite,Grande,19342
159091,estandar,Grande,19946
159092,estandar,Grande,19271
159093,suite,Grande,12718
159094,semisuite,Grande,2393
159095,estandar,Grande,3014
159096,suite,Grande,109
159097,estandar,Grande,11580
159098,semisuite,Grande,1079
159099,suite,Grande,1056
159100,estandar,Grande,8114
159101,estandar,Grande,13900
159102,semisuite,Grande,13110
159103,semisuite,Grande,3750
159104,estandar,Grande,5064
159105,suite,Grande,3682
159106,semisuite,Grande,8412
159107,semisuite,Grande,13702
159108,semisuite,Grande,9886
159109,semisuite,Grande,15404
159110,semisuite,Grande,3137
159111,estandar,Grande,1132
159112,estandar,Grande,12840
159113,suite,Grande,2353
159114,suite,Grande,1737
159115,suite,Grande,9780
159116,semisuite,Grande,8724
159117,semisuite,Grande,956
159118,semisuite,Grande,9003
159119,suite,Grande,4229
159120,estandar,Grande,1361
159121,estandar,Grande,2567
159122,suite,Grande,15671
159123,semisuite,Grande,12728
159124,semisuite,Grande,3459
159125,suite,Grande,17248
159126,semisuite,Grande,15105
159127,semisuite,Grande,10670
159128,suite,Grande,13099
159129,estandar,Grande,9964
159130,semisuite,Grande,4811
159131,estandar,Grande,2489
159132,estandar,Grande,6108
159133,estandar,Grande,5356
159134,estandar,Grande,4812
159135,suite,Grande,7758
159136,suite,Grande,18064
159137,suite,Grande,6979
159138,estandar,Grande,19775
159139,semisuite,Grande,18474
159140,suite,Grande,13956
159141,estandar,Grande,6030
159142,suite,Grande,12289
159143,suite,Grande,5673
159144,suite,Grande,11594
159145,suite,Grande,5928
159146,estandar,Grande,693
159147,estandar,Grande,3182
159148,semisuite,Grande,6327
159149,suite,Grande,10211
159150,suite,Grande,8568
159151,estandar,Grande,2783
159152,estandar,Grande,3625
159153,estandar,Grande,6036
159154,semisuite,Grande,614
159155,suite,Grande,4575
159156,estandar,Grande,12790
159157,suite,Grande,2742
159158,semisuite,Grande,15952
159159,estandar,Grande,13618
159160,estandar,Grande,947
159161,semisuite,Grande,4635
159162,suite,Grande,11047
159163,estandar,Grande,12353
159164,semisuite,Grande,12058
159165,semisuite,Grande,8939
159166,suite,Grande,17614
159167,semisuite,Grande,16180
159168,estandar,Grande,8106
159169,semisuite,Grande,9445
159170,semisuite,Grande,11795
159171,suite,Grande,15052
159172,semisuite,Grande,1616
159173,semisuite,Grande,4167
159174,semisuite,Grande,11646
159175,suite,Grande,15596
159176,suite,Grande,12093
159177,estandar,Grande,8756
159178,estandar,Grande,15717
159179,suite,Grande,11897
159180,estandar,Grande,12682
159181,suite,Grande,6745
159182,estandar,Grande,16101
159183,estandar,Grande,7787
159184,suite,Grande,13742
159185,suite,Grande,8192
159186,semisuite,Grande,6552
159187,semisuite,Grande,7266
159188,estandar,Grande,10076
159189,estandar,Grande,13846
159190,suite,Grande,11924
159191,semisuite,Grande,7797
159192,semisuite,Grande,5787
159193,suite,Grande,3857
159194,suite,Grande,16214
159195,suite,Grande,10148
159196,suite,Grande,18188
159197,suite,Grande,6180
159198,estandar,Grande,3847
159199,estandar,Grande,11674
159200,estandar,Grande,19551
159201,semisuite,Grande,16928
159202,estandar,Grande,6031
159203,semisuite,Grande,2236
159204,semisuite,Grande,19258
159205,suite,Grande,3713
159206,suite,Grande,14794
159207,semisuite,Grande,16250
159208,estandar,Grande,4322
159209,estandar,Grande,830
159210,estandar,Grande,226
159211,semisuite,Grande,13392
159212,suite,Grande,6666
159213,suite,Grande,8797
159214,suite,Grande,16565
159215,suite,Grande,17435
159216,estandar,Grande,1608
159217,semisuite,Grande,248
159218,estandar,Grande,6529
159219,semisuite,Grande,15263
159220,estandar,Grande,3569
159221,semisuite,Grande,7352
159222,suite,Grande,9404
159223,semisuite,Grande,18953
159224,semisuite,Grande,11539
159225,suite,Grande,11629
159226,estandar,Grande,9442
159227,suite,Grande,12318
159228,semisuite,Grande,9056
159229,suite,Grande,17345
159230,suite,Grande,9388
159231,semisuite,Grande,9616
159232,estandar,Grande,8185
159233,estandar,Grande,50
159234,estandar,Grande,14764
159235,semisuite,Grande,16354
159236,suite,Grande,540
159237,estandar,Grande,12659
159238,semisuite,Grande,13239
159239,suite,Grande,17641
159240,estandar,Grande,13538
159241,estandar,Grande,10576
159242,suite,Grande,2638
159243,estandar,Grande,5680
159244,suite,Grande,16280
159245,semisuite,Grande,8825
159246,semisuite,Grande,4309
159247,suite,Grande,4188
159248,estandar,Grande,366
159249,semisuite,Grande,16327
159250,semisuite,Grande,8910
159251,suite,Grande,17670
159252,suite,Grande,16689
159253,estandar,Grande,4314
159254,estandar,Grande,18399
159255,semisuite,Grande,9467
159256,suite,Grande,9614
159257,semisuite,Grande,8380
159258,estandar,Grande,17879
159259,suite,Grande,1577
159260,semisuite,Grande,392
159261,estandar,Grande,10112
159262,suite,Grande,15621
159263,estandar,Grande,18106
159264,estandar,Grande,12620
159265,semisuite,Grande,6129
159266,estandar,Grande,10480
159267,estandar,Grande,18982
159268,suite,Grande,609
159269,suite,Grande,19744
159270,semisuite,Grande,5148
159271,estandar,Grande,3421
159272,suite,Grande,7788
159273,suite,Grande,5620
159274,estandar,Grande,19154
159275,semisuite,Grande,14365
159276,suite,Grande,18684
159277,semisuite,Grande,6429
159278,suite,Grande,6243
159279,semisuite,Grande,14267
159280,suite,Grande,15044
159281,suite,Grande,11497
159282,estandar,Grande,16442
159283,semisuite,Grande,9180
159284,estandar,Grande,14063
159285,suite,Grande,15955
159286,suite,Grande,1667
159287,estandar,Grande,16103
159288,estandar,Grande,3966
159289,estandar,Grande,17269
159290,suite,Grande,10346
159291,suite,Grande,2999
159292,semisuite,Grande,944
159293,semisuite,Grande,14530
159294,semisuite,Grande,1019
159295,semisuite,Grande,19966
159296,suite,Grande,19992
159297,suite,Grande,13418
159298,semisuite,Grande,9678
159299,estandar,Grande,19085
159300,estandar,Grande,3805
159301,estandar,Grande,7242
159302,semisuite,Grande,17410
159303,suite,Grande,19652
159304,semisuite,Grande,9463
159305,estandar,Grande,4288
159306,suite,Grande,6777
159307,suite,Grande,14882
159308,suite,Grande,2309
159309,suite,Grande,55
159310,estandar,Grande,17246
159311,suite,Grande,1381
159312,estandar,Grande,4381
159313,estandar,Grande,12047
159314,estandar,Grande,5448
159315,suite,Grande,4696
159316,semisuite,Grande,11592
159317,suite,Grande,17822
159318,semisuite,Grande,2657
159319,estandar,Grande,15635
159320,suite,Grande,1948
159321,semisuite,Grande,19612
159322,semisuite,Grande,17837
159323,estandar,Grande,11529
159324,suite,Grande,19580
159325,estandar,Grande,19916
159326,suite,Grande,14306
159327,estandar,Grande,4382
159328,suite,Grande,2851
159329,estandar,Grande,16459
159330,suite,Grande,17777
159331,semisuite,Grande,19087
159332,semisuite,Grande,3048
159333,suite,Grande,11139
159334,estandar,Grande,13580
159335,suite,Grande,14130
159336,semisuite,Grande,838
159337,suite,Grande,4315
159338,suite,Grande,12169
159339,estandar,Grande,12869
159340,semisuite,Grande,2100
159341,estandar,Grande,6584
159342,estandar,Grande,3757
159343,semisuite,Grande,17928
159344,suite,Grande,12883
159345,estandar,Grande,18824
159346,semisuite,Grande,18981
159347,semisuite,Grande,9084
159348,estandar,Grande,18022
159349,semisuite,Grande,9990
159350,semisuite,Grande,14364
159351,suite,Grande,6289
159352,suite,Grande,538
159353,semisuite,Grande,18615
159354,semisuite,Grande,5830
159355,semisuite,Grande,1659
159356,estandar,Grande,5960
159357,semisuite,Grande,11289
159358,semisuite,Grande,2175
159359,semisuite,Grande,13154
159360,semisuite,Grande,8214
159361,estandar,Grande,528
159362,semisuite,Grande,17191
159363,semisuite,Grande,14116
159364,suite,Grande,10028
159365,semisuite,Grande,1030
159366,semisuite,Grande,18987
159367,semisuite,Grande,13358
159368,estandar,Grande,6502
159369,estandar,Grande,6224
159370,semisuite,Grande,19376
159371,suite,Grande,10629
159372,suite,Grande,6166
159373,estandar,Grande,15600
159374,estandar,Grande,9996
159375,suite,Grande,11715
159376,suite,Grande,17407
159377,suite,Grande,15313
159378,semisuite,Grande,10420
159379,suite,Grande,2039
159380,suite,Grande,16109
159381,suite,Grande,898
159382,semisuite,Grande,3633
159383,suite,Grande,4626
159384,estandar,Grande,19717
159385,semisuite,Grande,13748
159386,semisuite,Grande,12185
159387,estandar,Grande,8796
159388,semisuite,Grande,11817
159389,suite,Grande,18883
159390,suite,Grande,4400
159391,suite,Grande,15949
159392,estandar,Grande,16544
159393,estandar,Grande,9803
159394,estandar,Grande,19499
159395,estandar,Grande,13517
159396,suite,Grande,11510
159397,semisuite,Grande,2355
159398,estandar,Grande,14232
159399,estandar,Grande,14550
159400,suite,Grande,254
159401,semisuite,Grande,15937
159402,semisuite,Grande,15617
159403,estandar,Grande,5538
159404,semisuite,Grande,17752
159405,estandar,Grande,18468
159406,semisuite,Grande,31
159407,semisuite,Grande,11570
159408,estandar,Grande,14250
159409,estandar,Grande,493
159410,semisuite,Grande,14158
159411,semisuite,Grande,587
159412,estandar,Grande,14421
159413,estandar,Grande,14066
159414,estandar,Grande,274
159415,estandar,Grande,16290
159416,semisuite,Grande,17074
159417,estandar,Grande,13241
159418,suite,Grande,13295
159419,semisuite,Grande,4313
159420,suite,Grande,749
159421,estandar,Grande,44
159422,semisuite,Grande,3778
159423,semisuite,Grande,2061
159424,suite,Grande,17960
159425,suite,Grande,7794
159426,semisuite,Grande,3306
159427,suite,Grande,14194
159428,suite,Grande,6699
159429,semisuite,Grande,13800
159430,estandar,Grande,14910
159431,semisuite,Grande,14596
159432,estandar,Grande,17493
159433,semisuite,Grande,17523
159434,suite,Grande,2911
159435,suite,Grande,3415
159436,semisuite,Grande,11633
159437,estandar,Grande,5822
159438,suite,Grande,14585
159439,suite,Grande,7716
159440,semisuite,Grande,11223
159441,estandar,Grande,4747
159442,semisuite,Grande,8922
159443,semisuite,Grande,6023
159444,estandar,Grande,421
159445,suite,Grande,11028
159446,estandar,Grande,6452
159447,estandar,Grande,12384
159448,suite,Grande,17131
159449,suite,Grande,759
159450,semisuite,Grande,13996
159451,suite,Grande,11388
159452,suite,Grande,7094
159453,estandar,Grande,15438
159454,estandar,Grande,16762
159455,estandar,Grande,8637
159456,estandar,Grande,10228
159457,semisuite,Grande,11659
159458,estandar,Grande,3712
159459,estandar,Grande,394
159460,semisuite,Grande,17726
159461,estandar,Grande,19370
159462,estandar,Grande,483
159463,suite,Grande,8843
159464,suite,Grande,397
159465,suite,Grande,4420
159466,estandar,Grande,3455
159467,semisuite,Grande,17004
159468,suite,Grande,4018
159469,semisuite,Grande,6061
159470,suite,Grande,7710
159471,estandar,Grande,8468
159472,estandar,Grande,7636
159473,suite,Grande,14248
159474,semisuite,Grande,7965
159475,semisuite,Grande,8909
159476,semisuite,Grande,17008
159477,semisuite,Grande,1324
159478,estandar,Grande,16289
159479,semisuite,Grande,13151
159480,suite,Grande,16039
159481,semisuite,Grande,2460
159482,suite,Grande,8203
159483,suite,Grande,10963
159484,suite,Grande,8634
159485,estandar,Grande,623
159486,suite,Grande,4484
159487,estandar,Grande,1089
159488,estandar,Grande,18918
159489,semisuite,Grande,15145
159490,suite,Grande,11217
159491,semisuite,Grande,4124
159492,semisuite,Grande,2107
159493,suite,Grande,14332
159494,estandar,Grande,11202
159495,estandar,Grande,16441
159496,suite,Grande,11506
159497,suite,Grande,2067
159498,estandar,Grande,6786
159499,semisuite,Grande,2389
159500,estandar,Grande,4916
159501,semisuite,Grande,12240
159502,estandar,Grande,5445
159503,estandar,Grande,13389
159504,semisuite,Grande,15319
159505,semisuite,Grande,1616
159506,semisuite,Grande,2591
159507,estandar,Grande,13784
159508,estandar,Grande,10112
159509,estandar,Grande,18283
159510,suite,Grande,3236
159511,estandar,Grande,18771
159512,estandar,Grande,2970
159513,suite,Grande,11380
159514,suite,Grande,10006
159515,semisuite,Grande,8265
159516,suite,Grande,13475
159517,semisuite,Grande,15753
159518,suite,Grande,8060
159519,semisuite,Grande,3339
159520,estandar,Grande,5807
159521,suite,Grande,6375
159522,suite,Grande,8826
159523,semisuite,Grande,5360
159524,semisuite,Grande,5199
159525,suite,Grande,9680
159526,estandar,Grande,3189
159527,semisuite,Grande,688
159528,semisuite,Grande,8028
159529,suite,Grande,8518
159530,estandar,Grande,9529
159531,semisuite,Grande,9809
159532,suite,Grande,5360
159533,semisuite,Grande,735
159534,estandar,Grande,16900
159535,estandar,Grande,9631
159536,suite,Grande,1274
159537,semisuite,Grande,251
159538,estandar,Grande,16020
159539,suite,Grande,58
159540,semisuite,Grande,17600
159541,suite,Grande,8549
159542,semisuite,Grande,17857
159543,estandar,Grande,9171
159544,estandar,Grande,2987
159545,suite,Grande,18108
159546,estandar,Grande,15116
159547,estandar,Grande,16166
159548,semisuite,Grande,19324
159549,suite,Grande,16613
159550,estandar,Grande,13765
159551,estandar,Grande,13819
159552,estandar,Grande,11764
159553,semisuite,Grande,10542
159554,suite,Grande,18396
159555,estandar,Grande,10153
159556,estandar,Grande,10591
159557,suite,Grande,7730
159558,semisuite,Grande,9914
